kind,id,file,heading,date,statut,lieu,ville,pays,ere,source,url_detail,atomes_lies,notes,place_id,nom_tournee,chronologie_id,setlist
concert,JD-CONCERT-19791022-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-22,confirme,Assembly Rooms,Derby,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791023-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-23,confirme,King George's Hall,Blackburn,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791024-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-24,confirme,The Odeon,Birmingham,UK,Joy Division,joydiv.org,,[],,PLACE-ODEON-BIRMINGHAM,Buzzcocks tour,,
concert,JD-CONCERT-19791025-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-25,confirme,St George's Hall,Bradford,UK,Joy Division,joydiv.org,,[],,PLACE-ST-GEORGES-HALL-BRADFORD,Buzzcocks tour,,
concert,JD-CONCERT-19791026-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-26,confirme,Electric Ballroom,London,UK,Joy Division,joydiv.org,,[],Hors tournée Buzzcocks.,,,,
concert,JD-CONCERT-19791027-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-27,confirme,Apollo Theatre,Manchester,UK,Joy Division,joydiv.org,,[],,PLACE-MANCHESTER-APOLLO,Buzzcocks tour,,
concert,JD-CONCERT-19791028-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-28,confirme,Apollo Theatre,Manchester,UK,Joy Division,joydiv.org,,[],,PLACE-MANCHESTER-APOLLO,Buzzcocks tour,,
concert,JD-CONCERT-19791029-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-29,confirme,De Montfort Hall,Leicester,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791030-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-10-30,confirme,New Theatre,Oxford,UK,Joy Division,joydiv.org,,[],,PLACE-NEW-THEATRE-OXFORD,Buzzcocks tour,,
concert,JD-CONCERT-19791101-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-01,confirme,Civic Hall,Guildford,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791102-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-02,confirme,Winter Gardens,Bournemouth,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791104-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-04,confirme,Colston Hall,Bristol,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791105-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-05,confirme,Pavilion,Hemel Hempstead,UK,Joy Division,joydiv.org,,[],,PLACE-PAVILION-HEMEL-HEMPSTEAD,Buzzcocks tour,,
concert,JD-CONCERT-19791107-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-07,confirme,Pavilion,West Runton,UK,Joy Division,joydiv.org,,[],,PLACE-WEST-RUNTON-PAVILION,Buzzcocks tour,,
concert,JD-CONCERT-19791109-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-09,confirme,The Rainbow Theatre,London,UK,Joy Division,joydiv.org,,[],,,Buzzcocks tour,,
concert,JD-CONCERT-19791110-001,registers/concerts/00_canonical_concerts.md,1979 — Tournée Buzzcocks (octobre-novembre 1979),1979-11-10,confirme,The Rainbow Theatre,London,UK,Joy Division,joydiv.org,,[],Dernière date de la tournée Buzzcocks.,,Buzzcocks tour,,
concert,JD-CONCERT-19791208-001,registers/concerts/00_canonical_concerts.md,1979 — fin d'année,1979-12-08,confirme,Eric's,Liverpool,UK,Joy Division,joydiv.org,,[],,,,,
concert,JD-CONCERT-19791218-001,registers/concerts/00_canonical_concerts.md,1979 — fin d'année,1979-12-18,confirme,Les Bains Douches,Paris,FRANCE,Joy Division,joydiv.org,,[],Concert français de référence — bootleg historique.,,,,
concert,JD-CONCERT-19791231-001,registers/concerts/00_canonical_concerts.md,1979 — fin d'année,1979-12-31,confirme,Warehouse,Manchester,UK,Joy Division,joydiv.org,,[],Réveillon.,,,,
concert,JD-CONCERT-19791003-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-10-03,annule,City Hall,Hull,UK,Joy Division,joydiv.org,,,,,,,
concert,JD-CONCERT-19791010-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-10-10,annule,Kelly's,Portrush,UK,Joy Division,joydiv.org,,,Irlande du Nord.,,,,
concert,JD-CONCERT-19791011-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-10-11,annule,Ulster Hall,Belfast,UK,Joy Division,joydiv.org,,,Irlande du Nord.,PLACE-ULSTER-HALL-BELFAST,,,
concert,JD-CONCERT-19791012-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-10-12,annule,Olympia,Dublin,IRLANDE,Joy Division,joydiv.org,,,,PLACE-OLYMPIA-DUBLIN,,,
concert,JD-CONCERT-19791013-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-10-13,annule,City Hall,Cork,IRLANDE,Joy Division,joydiv.org,,,,PLACE-CITY-HALL-CORK,,,
concert,JD-CONCERT-19791103-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-11-03,annule,Sophia Gardens,Cardiff,UK,Joy Division,joydiv.org,,,Pays de Galles.,PLACE-SOPHIA-GARDENS-CARDIFF,,,
concert,JD-CONCERT-19791108-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-11-08,annule,Marquee Club,London,UK,Joy Division,joydiv.org,,,,,,,
concert,JD-CONCERT-19791128-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-11-28,annule,Capitol,Aberdeen,UK,Joy Division,joydiv.org,,,Écosse.,PLACE-CAPITOL-ABERDEEN,,,
concert,JD-CONCERT-19791129-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-11-29,annule,Odeon,Edinburgh,UK,Joy Division,joydiv.org,,,Écosse.,PLACE-ODEON-EDINBURGH,,,
concert,JD-CONCERT-19791207-A01,registers/concerts/00_canonical_concerts.md,1979 — concerts annulés,1979-12-07,annule,Stockport Tech,Stockport,UK,Joy Division,joydiv.org,,,,PLACE-STOCKPORT-COLLEGE,,,
concert,JD-CONCERT-19800111-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-11,confirme,Paradiso,Amsterdam,PAYS-BAS,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800112-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-12,confirme,Paard Van Troje,The Hague,PAYS-BAS,Joy Division,joydiv.org,,[],,PLACE-PAARD-VAN-TROJE-THE-HAGUE,European tour January 1980,,
concert,JD-CONCERT-19800113-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-13,confirme,Doornroosje,Nijmegen,PAYS-BAS,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800114-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-14,confirme,King Kong,Antwerpen,BELGIQUE,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800115-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-15,confirme,The Basement,Cologne,ALLEMAGNE,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800116-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-16,confirme,Lantaren,Rotterdam,PAYS-BAS,Joy Division,joydiv.org,,[],,PLACE-LANTAREN-ROTTERDAM,European tour January 1980,,
concert,JD-CONCERT-19800117-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-17,confirme,Plan K,Brussels,BELGIQUE,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800118-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-18,confirme,Effenaar,Eindhoven,PAYS-BAS,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800119-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-19,confirme,Club Vera,Groningen,PAYS-BAS,Joy Division,joydiv.org,,[],,,European tour January 1980,,
concert,JD-CONCERT-19800121-001,registers/concerts/00_canonical_concerts.md,1980 — Tournée européenne (janvier 1980),1980-01-21,confirme,Kant Kino,Berlin,ALLEMAGNE,Joy Division,joydiv.org,,[],Dernière date de la tournée européenne.,,European tour January 1980,,
concert,JD-CONCERT-19800207-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-02-07,confirme,The Factory II,Manchester,UK,Joy Division,joydiv.org,,[],,,,,
concert,JD-CONCERT-19800208-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-02-08,confirme,University of London Union,London,UK,Joy Division,joydiv.org,,[],,PLACE-UNIVERSITY-OF-LONDON-UNION,,,
concert,JD-CONCERT-19800220-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-02-20,confirme,Town Hall,High Wycombe,UK,Joy Division,joydiv.org,,[],,PLACE-HIGH-WYCOMBE-TOWN-HALL,,,
concert,JD-CONCERT-19800228-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-02-28,confirme,The Warehouse,Preston,UK,Joy Division,joydiv.org,,[],"Concert légendaire, bootleg de référence.",,,,
concert,JD-CONCERT-19800229-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-02-29,confirme,The Lyceum,London,UK,Joy Division,joydiv.org,,[],,,,,
concert,JD-CONCERT-19800305-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-03-05,confirme,Trinity Hall,Bristol,UK,Joy Division,joydiv.org,,[],,,,,
concert,JD-CONCERT-19800402-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-02,confirme,The Moonlight Club,London,UK,Joy Division,joydiv.org,,[],Première soirée de la résidence de 3 nuits au Moonlight.,,,,
concert,JD-CONCERT-19800403-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-03,confirme,The Moonlight Club,London,UK,Joy Division,joydiv.org,,[],,,,,
concert,JD-CONCERT-19800404-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-04,confirme,Rainbow Theatre,London,UK,Joy Division,joydiv.org,,[],Concert en première partie des Stranglers.,,,,
concert,JD-CONCERT-19800404-002,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-04,confirme,The Moonlight Club,London,UK,Joy Division,joydiv.org,,[],"Même soir : 3ᵉ et dernière date de la résidence au Moonlight, après le Rainbow.",,,,
concert,JD-CONCERT-19800405-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-05,confirme,Winter Gardens,Malvern,UK,Joy Division,joydiv.org,,[],,PLACE-WINTER-GARDENS-MALVERN,,,
concert,JD-CONCERT-19800408-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-08,confirme,Derby Hall,Bury,UK,Joy Division,joydiv.org,,[],Concert chaotique ; Ian Curtis en état critique. Voir CHR-1980-001.,,,CHR-1980-001,
concert,JD-CONCERT-19800411-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-11,confirme,The Factory I,Manchester,UK,Joy Division,joydiv.org,,[],,PLACE-RUSSELL-CLUB,,,
concert,JD-CONCERT-19800419-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-19,confirme,Ajanta Theatre,Derby,UK,Joy Division,joydiv.org,,[],,PLACE-AJANTA-THEATRE-DERBY,,,
concert,JD-CONCERT-19800426-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-04-26,confirme,Rock Garden,Middlesbrough,UK,Joy Division,joydiv.org,,[],,PLACE-ROCK-GARDEN-MIDDLESBROUGH,,,
concert,JD-CONCERT-19800502-001,registers/concerts/00_canonical_concerts.md,1980 — UK février-mai,1980-05-02,confirme,High Hall Birmingham University,Birmingham,UK,Joy Division,joydiv.org,,[],DERNIER CONCERT DU GROUPE. Setlist inclut Ceremony et In a Lonely Place inédites.,,,,
concert,JD-CONCERT-19800221-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-02-21,annule,Manchester Polytechnic,Manchester,UK,Joy Division,joydiv.org,,,,,,,
concert,JD-CONCERT-19800412-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-04-12,annule,Unknown venue,Bradford,UK,Joy Division,joydiv.org,,,Salle inconnue.,,,,
concert,JD-CONCERT-19800425-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-04-25,annule,Scala Cinema,London,UK,Joy Division,joydiv.org,,,,PLACE-SCALA-CINEMA-LONDON,,,
concert,JD-CONCERT-19800503-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-05-03,annule,Eric's,Liverpool,UK,Joy Division,joydiv.org,,,,,,,
concert,JD-CONCERT-19800508-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-05-08,annule,The Astoria,Edinburgh,UK,Joy Division,joydiv.org,,,Écosse. Annulé après la mort de Ian Curtis (18 mai 1980).,PLACE-ASTORIA-EDINBURGH,,,
concert,JD-CONCERT-19800509-A01,registers/concerts/00_canonical_concerts.md,1980 — concerts annulés (UK),1980-05-09,annule,Albert Hall,Stirling,UK,Joy Division,joydiv.org,,,Écosse. Annulé après la mort de Ian Curtis.,,,,
concert,JD-CONCERT-19800521-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-21,annule,Hurrah,New York,USA,Joy Division,joydiv.org,,,Résidence prévue 21-23 mai. Annulée.,PLACE-HURRAH-NEW-YORK,US tour (annulée),,
concert,JD-CONCERT-19800525-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-25,annule,The Edge,Toronto,CANADA,Joy Division,joydiv.org,,,,,US tour (annulée),,
concert,JD-CONCERT-19800526-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-26,annule,Bookies,Detroit,USA,Joy Division,joydiv.org,,,Annulé avant même la mort de Curtis.,PLACE-BOOKIES-DETROIT,US tour (annulée),,
concert,JD-CONCERT-19800527-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-27,annule,Tuts,Chicago,USA,Joy Division,joydiv.org,,,,,US tour (annulée),,
concert,JD-CONCERT-19800528-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-28,annule,Merlyn's,Madison,USA,Joy Division,joydiv.org,,,,,US tour (annulée),,
concert,JD-CONCERT-19800529-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-29,annule,Duffy's,Minneapolis,USA,Joy Division,joydiv.org,,,,PLACE-DUFFYS-MINNEAPOLIS,US tour (annulée),,
concert,JD-CONCERT-19800530-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-30,annule,The Underground,Boston,USA,Joy Division,joydiv.org,,,Résidence prévue 30-31 mai.,,US tour (annulée),,
concert,JD-CONCERT-19800531-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-05-31,annule,9:30 Club,Washington,USA,Joy Division,joydiv.org,,,,PLACE-9-30-CLUB-WASHINGTON,US tour (annulée),,
concert,JD-CONCERT-19800601-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-06-01,annule,Machinist's Hall,New York,USA,Joy Division,joydiv.org,,,,,US tour (annulée),,
concert,JD-CONCERT-19800601-A02,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-06-01,annule,Tier 3,New York,USA,Joy Division,joydiv.org,,,Même jour que Machinist's Hall.,PLACE-TIER-3-NEW-YORK,US tour (annulée),,
concert,JD-CONCERT-19800603-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-06-03,annule,American Indian Center,San Francisco,USA,Joy Division,joydiv.org,,,Résidence prévue 3-7 juin.,PLACE-AMERICAN-INDIAN-CENTER-SF,US tour (annulée),,
concert,JD-CONCERT-19800608-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-06-08,annule,Flipper's,Los Angeles,USA,Joy Division,joydiv.org,,,,PLACE-FLIPPERS-LOS-ANGELES,US tour (annulée),,
concert,JD-CONCERT-19800609-A01,registers/concerts/00_canonical_concerts.md,1980 — Tournée US annulée (mai-juin 1980),1980-06-09,annule,The Starwood,Los Angeles,USA,Joy Division,joydiv.org,,,Dernière date prévue de la tournée US.,PLACE-STARWOOD-LOS-ANGELES,US tour (annulée),,
concert,JD-CONCERT-YYYYMMDD-NNN,registers/concerts/README.md,Structure normalisée d'une entrée,YYYY-MM-DD,confirme,Nom de la salle,Ville,UK,Joy Division,joydiv.org,https://joydiv.org/cDDMMYY.htm,[],,,Buzzcocks tour,,[]
