kind,id,file,heading,song,period,themes,sources,chapters,certainty,type_unite,source_id,usage,chapitres,source_label,source_short_title,source_year,titre_fr,fonction_s29,related_atoms,related_concepts,notes,related_myths,canonical_song,slug,category,status,albums,aliases,include_variants,exclude,separate_from,fonction_s75,related_motifs,type,writers,keywords,production,live_history,lyrics,related_quotes,contradictions,related_events,related_people,fonction_s34
song,SONG-S29-001,registers/songs/s29_goddard_songs.md,SONG-S29-001 — « Dead Souls »,Dead Souls,,,,"[""Chapitre 5"", ""Chapitre 7"", ""Chapitre 11""]",strong,song,S29,"[""titre-seuil"", ""possession"", ""sonic hauntology""]",,"S29 — Goddard, Missions of Dead Souls, 2018","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,« Dead Souls »,"Chez Goddard, la chanson fonctionne comme titre-seuil. La référence à Gogol importe moins que la hantise, la possession et l’appel du passé.
","[""S29-A010"", ""S29-A008""]","[""CONCEPT-S29-002"", ""CONCEPT-S29-004""]",Ne pas traiter comme adaptation de Gogol.,,,,,,,,,,,,,,,,,,,,,,,
song,SONG-S29-002,registers/songs/s29_goddard_songs.md,SONG-S29-002 — « Interzone »,Interzone,,,,"[""Chapitre 5"", ""Chapitre 7"", ""Chapitre 11""]",medium,song,S29,"[""modernisme incorporé"", ""Burroughs"", ""espace intérieur""]",,"S29 — Goddard, Missions of Dead Souls, 2018","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,« Interzone »,"Goddard lit le titre comme référence littéraire incorporée : l’espace burroughsien devient espace psychique et urbain.
","[""S29-A008""]","[""CONCEPT-S29-004""]",Ne pas chercher de correspondance narrative stricte.,,,,,,,,,,,,,,,,,,,,,,,
song,SONG-S29-003,registers/songs/s29_goddard_songs.md,SONG-S29-003 — « Colony »,Colony,,,,"[""Chapitre 5"", ""Chapitre 7"", ""Chapitre 11""]",medium,song,S29,"[""modernisme incorporé"", ""Kafka""]",,"S29 — Goddard, Missions of Dead Souls, 2018","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,« Colony »,"Goddard rattache la chanson à Kafka comme hantise atmosphérique et psychique, non comme reproduction narrative.
","[""S29-A008""]","[""CONCEPT-S29-004""]",Référence à manier comme atmosphère et dispositif.,,,,,,,,,,,,,,,,,,,,,,,
song,SONG-S29-004,registers/songs/s29_goddard_songs.md,SONG-S29-004 — « The Eternal »,The Eternal,,,,"[""Chapitre 7"", ""Chapitre 11"", ""Chapitre 14""]",medium,song,S29,"[""état liminaire"", ""Closer""]",,"S29 — Goddard, Missions of Dead Souls, 2018","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,« The Eternal »,"Goddard lit la chanson comme vision liminaire ; l’entrée doit rester protégée contre toute téléologie posthume.
","[""S29-A011""]",,Lire la chanson sans rabattre tout Closer sur la mort de Curtis.,"[""MYTH-002""]",,,,,,,,,,,,,,,,,,,,,,
song,SONG-S29-005,registers/songs/s29_goddard_songs.md,SONG-S29-005 — « Decades »,Decades,,,,"[""Chapitre 7"", ""Chapitre 11"", ""Chapitre 14""]",medium,song,S29,"[""young men"", ""mémoire collective"", ""futur annulé""]",,"S29 — Goddard, Missions of Dead Souls, 2018","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,« Decades »,"Chez Goddard, la chanson permet de penser la mémoire collective des « young men » et un état liminaire sans rédemption.
","[""S29-A011"", ""S29-A005""]","[""CONCEPT-S29-003""]",Ne pas transformer la lecture en prophétie posthume.,,,,,,,,,,,,,,,,,,,,,,,
song,JD-SONG-051,registers/songs/51_the_kill_warsaw_canonical.md,The Kill (Warsaw) — entrée canonique distincte,The Kill (Warsaw),Warsaw,,,,,song,,,,,,,,,,,,,True,the-kill-warsaw,Warsaw / pré-Joy Division,canonique distinct,"[""Warsaw / early corpus""]","[""The Kill (Warsaw)"", ""Kill (Warsaw)""]","[""Warsaw"", ""manuscript"", ""lyrics_divergence""]",False,JD-SONG-030 — The Kill (Still),,,,,,,,,,,,,
song,SONG-S75-026,registers/songs/s75_ott_songs_part_04.md,SONG-S75-026 — « Transmission »,Transmission,,,,"[""Chapitre 3"", ""Chapitre 6"", ""Chapitre 7""]",strong,song,S75,"[""single"", ""Hannett"", ""distance stéréophonique"", ""communication populaire""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Transmission »,,"[""S75-A060"", ""S75-A061""]","[""CONCEPT-006""]","Doublonne volontairement l'entrée antérieure sous un nouvel angle : single, ventes et réception post-*Unknown Pleasures*.",,,,,,,,,,,"Dans ce passage, « Transmission » devient l'accomplissement le plus accessible et spatialement spectaculaire de la rencontre Joy Division / Hannett.
",,,,,,,,,,,,
song,SONG-S75-027,registers/songs/s75_ott_songs_part_04.md,SONG-S75-027 — « Atmosphere »,Atmosphere,,,,"[""Chapitre 3"", ""Chapitre 6"", ""Chapitre 11""]",strong,song,S75,"[""Licht und Blindheit"", ""esthétique de l'éternel"", ""architecture sonore""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Atmosphere »,,"[""S75-A069"", ""S75-A070""]","[""CONCEPT-006""]",Morceau pivot pour l'esthétique du livre ; éviter la sacralisation abstraite en conservant l'analyse du son.,,,,,,,,,,,"Ott fait de « Atmosphere » un sommet : fin du pop, voix résignée, orgues de cathédrale, héritage Spector et solennité électronique.
","[""MOTIF-001""]",,,,,,,,,,,
song,SONG-S75-028,registers/songs/s75_ott_songs_part_04.md,SONG-S75-028 — « Dead Souls »,Dead Souls,,,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 13""]",medium,song,S75,"[""Licht und Blindheit"", ""spectralité"", ""prudence anti-ésotérique""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Dead Souls »,,"[""S75-A069"", ""S75-A071""]","[""CONCEPT-004""]",Entrée puissante mais risquée ; ne pas confondre motif spectral et croyance explicative.,,,,,,,,,,,"Ott rattache « Dead Souls » aux revenants, aux eternals, à l'histoire et à la voix de Curtis comme danse avec fantômes et ombres.
","[""MOTIF-001""]",,,,,,,,,,,
song,SONG-S75-029,registers/songs/s75_ott_songs_part_04.md,SONG-S75-029 — « Love Will Tear Us Apart »,Love Will Tear Us Apart,,,,"[""Chapitre 6"", ""Chapitre 7"", ""Chapitre 14""]",medium,song,S75,"[""dernière période"", ""accessibilité"", ""sessions 1980""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Love Will Tear Us Apart »,,"[""S75-A072""]",,À traiter dans une atomisation dédiée si le passage complet sur le titre est fourni.,,,,,,,,,,,"Le passage l'évoque comme chanson presque universellement accessible, enregistrée dans les dernières sessions avant *Closer*.
",,,,,,,,,,,,
song,SONG-S75-030,registers/songs/s75_ott_songs_part_04.md,SONG-S75-030 — « Passover »,Passover,,,,"[""Chapitre 4"", ""Chapitre 12""]",medium,song,S75,"[""Closer"", ""crise intime"", ""prudence textuelle""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Passover »,,"[""S75-A068"", ""S75-A072""]","[""CONCEPT-004""]",Paroles à vérifier strictement avant usage ; ne pas transformer en preuve directe d'intention.,"[""MYTH-002""]",,,,,,,,,,"Ott utilise « Passover » comme formulation condensée de la crise que Curtis sait venir, dans le contexte de *Closer*.
",,,,,,,,,,,,
song,SONG-S75-031,registers/songs/s75_ott_songs_part_04.md,SONG-S75-031 — « Ceremony »,Ceremony,,,,"[""Chapitre 7"", ""Chapitre 9"", ""Chapitre 14""]",strong,song,S75,"[""dernier concert"", ""New Order"", ""transition posthume""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Ceremony »,,"[""S75-A074""]",,À manier sans lecture de message posthume intentionnel.,,,,,,,,,,,"Ott présente « Ceremony » comme dernière chanson complétée avec Curtis et première passerelle vers New Order.
","[""MOTIF-001""]",,,,,,,,,,,
song,SONG-S75-032,registers/songs/s75_ott_songs_part_04.md,SONG-S75-032 — « In a Lonely Place »,In a Lonely Place,,,,"[""Chapitre 7"", ""Chapitre 9"", ""Chapitre 14""]",strong,song,S75,"[""New Order"", ""absence"", ""transition""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« In a Lonely Place »,,"[""S75-A074""]",,Risque de surinterprétation élevé : éviter les « cartes postales de la tombe » comme fait intentionnel.,,,,,,,,,,,"Ott associe « In a Lonely Place » à « Ceremony » comme chanson-pont vers New Order, chargée d'images d'absence.
","[""MOTIF-001""]",,,,,,,,,,,
song,SONG-S75-033,registers/songs/s75_ott_songs_part_04.md,SONG-S75-033 — « Twenty Four Hours »,Twenty Four Hours,,,,"[""Chapitre 4"", ""Chapitre 12""]",medium,song,S75,"[""Closer"", ""santé mentale"", ""prudence textuelle""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Twenty Four Hours »,,"[""S75-A075"", ""S75-A068""]","[""CONCEPT-004""]",Toute citation de paroles doit être strictement limitée et vérifiée.,"[""MYTH-002""]",,,,,,,,,,"Ott considère le morceau comme l'un des plus brutaux et morbides de Joy Division, tout en y repérant encore un désir de lutte.
",,,,,,,,,,,,
song,NO_ID::registers/songs/master_songs.md::4940,registers/songs/master_songs.md,Structure normalisée d’une chanson,,,,,,"[""strong"", ""medium"", ""weak""]",,,,,,,,,,,,,,,,,,,,,,,,,"[""studio"", ""live"", ""demo"", ""unreleased""]",,,,,,,,,,
song,Transmission,registers/songs/master_songs.md,Transmission,Transmission,1978-1979,"[""communication"", ""isolement"", ""circulation culturelle"", ""radio"", ""répétition""]","[""S41"", ""S45""]","[""Chapitre 3"", ""Chapitre 5"", ""Chapitre 9"", ""Chapitre 11""]",strong,,,,,,,,,,"[""S41-055"", ""S41-Q004"", ""S45-011""]",,« Transmission » constitue probablement le premier morceau où le groupe perçoit collectivement la singularité de son identité sonore.,,,,,,,,,,,,,"[""studio"", ""live""]","[""Bernard Sumner"", ""Peter Hook"", ""Ian Curtis"", ""Stephen Morris""]","[""dance"", ""radio"", ""voice"", ""movement"", ""control""]","{""producer"": [""Martin Hannett""], ""label"": [""Factory Records""], ""sound_characteristics"": [""batterie spatialisée"", ""basse motrice"", ""guitare minimale"", ""tension répétitive""]}","{""important_performances"": [""Mayflower Club"", ""Paradiso""], ""observations"": [""chanson centrale du basculement live du groupe""]}","{""notable_lines"": [""Dance, dance, dance, dance, dance to the radio""], ""recurring_motifs"": [""transmission"", ""répétition"", ""communication vide""]}","[""S41-Q004""]","[""statut exact comme première grande chanson Joy Division selon les membres""]",,,
song,She's Lost Control,registers/songs/master_songs.md,She's Lost Control,She's Lost Control,1978-1979,"[""épilepsie"", ""perte de contrôle"", ""corps"", ""observation clinique"", ""dissociation""]","[""S41"", ""S45""]","[""Chapitre 4"", ""Chapitre 5"", ""Chapitre 7"", ""Chapitre 11"", ""Chapitre 12""]",strong,,,,,,,,,,"[""S45-019"", ""S45-025"", ""S41-136""]",,La chanson oscille entre observation extérieure et expérience intime de la perte de contrôle.,,,,,,,,,,,,,"[""studio"", ""live""]","[""Joy Division""]","[""control"", ""seizure"", ""body"", ""repetition""]","{""producer"": [""Martin Hannett""], ""sound_characteristics"": [""percussion mécanique"", ""froideur clinique"", ""espace sonore vide""]}","{""important_performances"": [""Eindhoven"", ""Rainbow Theatre""], ""observations"": [""réception souvent ambiguë du public face aux mouvements de Curtis""]}","{""notable_lines"": [""She's lost control again""], ""recurring_motifs"": [""répétition"", ""perte corporelle"", ""détachement""]}",[],"[""lien exact entre expérience personnelle et personnage de la chanson""]",,,
song,Disorder,registers/songs/master_songs.md,Disorder,Disorder,1978-1979,"[""désorientation"", ""jeunesse"", ""énergie nerveuse"", ""mouvement"", ""confusion existentielle""]","[""S41"", ""S45""]","[""Chapitre 5"", ""Chapitre 11""]",strong,,,,,,,,,,"[""S41-096"", ""S45-018""]",,« Disorder » agit comme manifeste d’ouverture de Unknown Pleasures.,,,,,,,,,,,,,"[""studio"", ""live""]","[""Joy Division""]","[""disorder"", ""speed"", ""confusion"", ""youth""]","{""producer"": [""Martin Hannett""], ""sound_characteristics"": [""ouverture explosive"", ""batterie réverbérée"", ""guitare scintillante""]}","{""important_performances"": [""Factory concerts""], ""observations"": [""morceau d’ouverture emblématique""]}","{""notable_lines"": [""I've been waiting for a guide to come and take me by the hand""], ""recurring_motifs"": [""perte de direction"", ""recherche de sens""]}",[],"[""interprétation politique ou existentielle du texte""]",,,
song,Love Will Tear Us Apart,registers/songs/master_songs.md,Love Will Tear Us Apart,Love Will Tear Us Apart,1979-1980,"[""désagrégation conjugale"", ""intimité"", ""répétition affective"", ""impossibilité relationnelle""]","[""S41"", ""S45""]","[""Chapitre 4"", ""Chapitre 6"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",strong,,,,,,,,,,"[""S45-027"", ""S45-037"", ""S45-042""]",,La chanson ne doit pas être réduite à une simple transcription documentaire du couple Curtis.,,,,,,,,,,,,,"[""studio"", ""live""]","[""Joy Division""]","[""love"", ""separation"", ""routine"", ""silence""]","{""producer"": [""Martin Hannett""], ""sound_characteristics"": [""mélodie lumineuse"", ""tension émotionnelle"", ""contraste texte/musique""]}","{""important_performances"": [""Eindhoven"", ""Birmingham University""], ""observations"": [""devient rapidement chanson emblématique du groupe""]}","{""notable_lines"": [""Love will tear us apart again""], ""recurring_motifs"": [""séparation"", ""répétition"", ""usure émotionnelle""]}",[],"[""réduction autobiographique systématique de la chanson""]",,,
song,Atmosphere,registers/songs/master_songs.md,Atmosphere,Atmosphere,1979-1980,"[""disparition"", ""transcendance"", ""isolement"", ""gravité""]","[""S41""]","[""Chapitre 6"", ""Chapitre 10"", ""Chapitre 14""]",strong,,,,,,,,,,"[""S41-149""]",,« Atmosphere » devient progressivement un lieu de mémoire collectif autour de Joy Division.,,,,,,,,,,,,,"[""studio""]","[""Joy Division""]","[""silence"", ""atmosphere"", ""absence"", ""elevation""]","{""producer"": [""Martin Hannett""], ""sound_characteristics"": [""lenteur cérémonielle"", ""synthétiseurs étendus"", ""espace spectral""]}","{""important_performances"": [], ""observations"": [""chanson progressivement sacralisée après la mort de Curtis""]}","{""notable_lines"": [""Walk in silence""], ""recurring_motifs"": [""silence"", ""disparition"", ""suspension""]}",[],"[""lecture posthume téléologique de la chanson""]",,,
song,Decades,registers/songs/master_songs.md,Decades,Decades,1980,"[""mémoire"", ""génération"", ""perte"", ""temps historique""]","[""S41"", ""S45""]","[""Chapitre 6"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",medium,,,,,,,,,,"[""S41-143"", ""S45-031""]",,« Decades » fonctionne comme méditation terminale sur une génération perdue.,,,,,,,,,,,,,"[""studio"", ""live""]","[""Joy Division""]","[""decades"", ""youth"", ""crisis"", ""memory""]","{""producer"": [""Martin Hannett""], ""sound_characteristics"": [""synthétiseurs enveloppants"", ""lenteur dramatique"", ""voix distante""]}","{""important_performances"": [""Birmingham University""], ""observations"": [""souvent interprétée comme clôture symbolique du groupe""]}","{""notable_lines"": [""Where have they been?""], ""recurring_motifs"": [""disparition générationnelle"", ""mémoire"", ""désillusion""]}",[],"[""interprétation politique versus existentielle""]",,,
song,Ceremony,registers/songs/master_songs.md,Ceremony,Ceremony,1980,"[""transition"", ""disparition"", ""passage"", ""continuité""]","[""S41""]","[""Chapitre 6"", ""Chapitre 14""]",medium,,,,,,,,,,"[""S41-143"", ""S41-Q009""]",,« Ceremony » constitue l’un des principaux points de passage entre les deux groupes.,,,,,,,,,,,,,"[""live"", ""posthumous""]","[""Joy Division""]","[""ceremony"", ""inheritance"", ""transition""]","{""producer"": [""New Order period""], ""sound_characteristics"": [""transition stylistique"", ""tension entre Joy Division et New Order""]}","{""important_performances"": [""Birmingham University""], ""observations"": [""morceau-charnière entre les deux groupes""]}","{""notable_lines"": [""This is why events unnerve me""], ""recurring_motifs"": [""passage"", ""désorientation"", ""continuité brisée""]}","[""S41-Q009""]","[""statut exact du morceau comme chanson Joy Division ou New Order""]",,,
song,SONG-S75-016,registers/songs/s75_ott_songs_part_03.md,SONG-S75-016 — « Disorder »,Disorder,,,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 6""]",strong,song,S75,"[""ouverture album"", ""architecture sonore"", ""paroles de Curtis""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Disorder »,,"[""S75-A041""]","[""CONCEPT-006"", ""CONCEPT-004""]","À utiliser comme entrée sonore dans l'analyse de l'album, sans surcharger les paroles d'une téléologie tragique.",,,,,,,,,,,"Ott lit « Disorder » comme ouverture-manifeste de *Unknown Pleasures*, portée par la caisse claire traitée, la basse de Hook et la tension cathartique.
",,,,,,,,,,,,
song,SONG-S75-017,registers/songs/s75_ott_songs_part_03.md,SONG-S75-017 — « Day of the Lords »,Day of the Lords,,,,"[""Chapitre 3"", ""Chapitre 4""]",medium,song,S75,"[""lenteur"", ""abandon du punk immédiat"", ""gravité sonore""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Day of the Lords »,,"[""S75-A046""]","[""CONCEPT-006""]",Entrée utile pour le déplacement punk/post-punk et la dramaturgie de la première face.,,,,,,,,,,,"Ott situe « Day of the Lords » dans la sortie du feu punk vers des tempos lents, atmosphériques et sévères.
",,,,,,,,,,,,
song,SONG-S75-018,registers/songs/s75_ott_songs_part_03.md,SONG-S75-018 — « Candidate »,Candidate,,,,"[""Chapitre 3"", ""Chapitre 6""]",medium,song,S75,"[""dépouillement"", ""voix traitée"", ""production Hannett""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Candidate »,,"[""S75-A049""]","[""CONCEPT-006""]",À relier à « I Remember Nothing » comme modèle de vide produit.,,,,,,,,,,,"Ott analyse « Candidate » comme un morceau très dénudé, construit sur basse répétitive, voix treblée et traitement exposé de la caisse claire.
",,,,,,,,,,,,
song,SONG-S75-019,registers/songs/s75_ott_songs_part_03.md,SONG-S75-019 — « New Dawn Fades »,New Dawn Fades,,,,"[""Chapitre 4"", ""Chapitre 12""]",medium,song,S75,"[""fatalisme textuel"", ""voix de Curtis"", ""prudence historiographique""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« New Dawn Fades »,,"[""S75-A046"", ""S75-A045""]","[""CONCEPT-004""]","Ne jamais traiter comme annonce directe du suicide ; à lire comme texte, voix et situation biographique complexe.","[""MYTH-002""]",,,,,,,,,,"Ott en fait l'un des lieux les plus lisibles du fatalisme textuel et vocal de Curtis, tout en appelant une forte prudence anti-prophétique.
",,,,,,,,,,,,
song,SONG-S75-020,registers/songs/s75_ott_songs_part_03.md,SONG-S75-020 — « Wilderness »,Wilderness,,,,"[""Chapitre 3"", ""Chapitre 6""]",medium,song,S75,"[""delay"", ""seconde face"", ""expérimentation""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Wilderness »,,"[""S75-A049""]","[""CONCEPT-006""]",Intérêt surtout technique et comparatif.,,,,,,,,,,,"Ott signale « Wilderness » comme exposition très nette du digital delay sur la caisse claire et comme précurseur partiel de « Dead Souls ».
",,,,,,,,,,,,
song,SONG-S75-021,registers/songs/s75_ott_songs_part_03.md,SONG-S75-021 — « I Remember Nothing »,I Remember Nothing,,,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 12""]",medium,song,S75,"[""finale album"", ""vide sonore"", ""prudence biographique""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« I Remember Nothing »,,"[""S75-A049"", ""S75-A044""]","[""CONCEPT-006"", ""CONCEPT-004""]","À manier avec prudence : force textuelle et sonore, mais risque élevé de surinterprétation domestique.","[""MYTH-002""]",,,,,,,,,,"Ott traite le morceau comme finale de vide, bris de verre, accidents électroniques et voix isolée, avec de fortes implications domestiques et médicales.
",,,,,,,,,,,,
song,SONG-S75-022,registers/songs/s75_ott_songs_part_03.md,SONG-S75-022 — « Autosuggestion »,Autosuggestion,,,,"[""Chapitre 6"", ""Chapitre 8"", ""Chapitre 10""]",strong,song,S75,"[""Earcom 2"", ""dub"", ""chutes Unknown Pleasures""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Autosuggestion »,,"[""S75-A053"", ""S75-A050""]",,Morceau hors album essentiel pour comprendre l'extension expérimentale des sessions.,,,,,,,,,,,"Ott voit dans « Autosuggestion » la pièce la plus proche du dub chez Joy Division et une auto-exhortation contre la peur et le retrait.
","[""MOTIF-004""]",,,,,,,,,,,
song,SONG-S75-023,registers/songs/s75_ott_songs_part_03.md,SONG-S75-023 — « From Safety to Where...? »,From Safety to Where...?,,,,"[""Chapitre 6"", ""Chapitre 8"", ""Chapitre 10""]",strong,song,S75,"[""Earcom 2"", ""pré-New Order"", ""paralysie""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« From Safety to Where...? »,,"[""S75-A053""]",,À relier aux continuités Joy Division / New Order avec prudence.,,,,,,,,,,,"Ott lit le titre comme pièce lumineuse, liquide, presque pré-New Order, mais centrée sur une paralysie existentielle explicite.
","[""MOTIF-004""]",,,,,,,,,,,
song,SONG-S75-024,registers/songs/s75_ott_songs_part_03.md,SONG-S75-024 — « The Only Mistake »,The Only Mistake,,,,"[""Chapitre 6"", ""Chapitre 8""]",medium,song,S75,"[""Still"", ""austérité gothique"", ""titre de réserve""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« The Only Mistake »,,"[""S75-A054""]",,Entrée utile pour la valeur des morceaux écartés des sessions d'avril 1979.,,,,,,,,,,,"Ott considère « The Only Mistake » comme l'un des morceaux les plus sonores et austères du groupe, publié plus tard sur *Still*.
","[""MOTIF-004""]",,,,,,,,,,,
song,SONG-S75-025,registers/songs/s75_ott_songs_part_03.md,SONG-S75-025 — « Walked in Line »,Walked in Line,,,,"[""Chapitre 6"", ""Chapitre 8""]",medium,song,S75,"[""Still"", ""version de session"", ""corpus posthume""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Walked in Line »,,"[""S75-A050"", ""S75-A054""]",,Vérifier précisément les versions disponibles dans *Still* et *Heart and Soul*.,,,,,,,,,,,"Ott signale « Walked in Line » comme titre de session publié sur *Still*, avec enjeu de remix et de version originale.
","[""MOTIF-004""]",,,,,,,,,,,
song,SONG-S75-001,registers/songs/s75_ott_songs.md,SONG-S75-001 — « No Love Lost »,No Love Lost,1978,"[""seuil esthétique"", ""aliénation"", ""violence historique"", ""texte-source littéraire""]","[""S75""]","[""Chapitre 2"", ""Chapitre 3"", ""Chapitre 4""]",medium,song,,,,,,,« No Love Lost »,,"[""S75-A020""]","[""CONCEPT-006""]",Ott fait de « No Love Lost » le vrai début de Joy Division proprement dit. Formule forte à manier comme lecture critique.,,,,,,,,,,,,"[""MOTIF-006""]","[""studio"", ""early_recording""]","[""Joy Division""]","[""House of Dolls"", ""An Ideal for Living"", ""seuil"", ""architecture sonore""]",,,,"[""S75-Q005""]","[""statut de « premier vrai morceau Joy Division » à comparer avec « Digital » et les sessions RCA""]",,,
song,SONG-S75-002,registers/songs/s75_ott_songs.md,SONG-S75-002 — « At a Later Date »,At a Later Date,1977-1978,"[""provocation"", ""ambiguïté politique"", ""réception différée""]","[""S75""]","[""Chapitre 2"", ""Chapitre 11""]",medium,song,,,,,,,« At a Later Date »,,"[""S75-A016""]",,"Utile pour articuler performance live, publication sur *Short Circuit* et controverse Hess.","[""MYTH-007""]",,,,,,,,,,,"[""MOTIF-005""]","[""live"", ""compilation""]","[""Warsaw""]","[""Electric Circus"", ""Short Circuit"", ""Rudolf Hess""]",,,,,"[""contexte exact de la captation et de la publication à recouper avec sources discographiques""]","[""CHR-1977-002""]",,
song,SONG-S75-003,registers/songs/s75_ott_songs.md,SONG-S75-003 — « Disorder »,Disorder,1978-1979,"[""désorientation"", ""réception posthume"", ""influence sans imitation""]","[""S75""]","[""Chapitre 7"", ""Chapitre 10"", ""Chapitre 14""]",medium,song,,,,,,,« Disorder »,,"[""S75-A001""]",,"Entrée complémentaire au registre maître, centrée sur la réception par reprise plutôt que sur le morceau original seul.",,,,,,,,,,,,,"[""studio"", ""cover_reception""]","[""Joy Division""]","[""Bedhead"", ""Unknown Pleasures"", ""reprise"", ""postérité""]",,,,,"[""ne pas généraliser la reprise de Bedhead à l'ensemble de la postérité du groupe""]",,"[""PERS-016""]",
song,SONG-S75-004,registers/songs/s75_ott_songs.md,SONG-S75-004 — « Warsaw »,Warsaw,1977-1978,"[""continuité punk"", ""identité instable"", ""apprentissage""]","[""S75""]","[""Chapitre 2""]",medium,song,,,,,,,« Warsaw »,,"[""S75-A020""]",,"Chez Ott, « Warsaw » reste davantage du côté du punk direct que du Joy Division pleinement distinctif.",,,,,,,,,,,,,"[""early_recording""]","[""Warsaw""]","[""An Ideal for Living"", ""punk"", ""Warsaw""]",,,,,"[""à articuler avec les lectures de « No Love Lost » comme seuil plus décisif""]",,,
song,SONG-S75-005,registers/songs/s75_ott_songs.md,SONG-S75-005 — « Failures »,Failures,1977-1978,"[""punk direct"", ""apprentissage"", ""transition inachevée""]","[""S75""]","[""Chapitre 2""]",medium,song,,,,,,,« Failures »,,"[""S75-A020""]",,Entrée utile seulement pour opposer les restes de punk direct au seuil esthétique de « No Love Lost ».,,,,,,,,,,,,,"[""early_recording""]","[""Warsaw""]","[""An Ideal for Living"", ""punk"", ""seuil différé""]",,,,,"[""intérêt analytique secondaire par rapport à « No Love Lost »""]",,,
song,SONG-S75-006,registers/songs/s75_ott_songs.md,SONG-S75-006 — « Gutz »,Gutz,1977,"[""domesticité"", ""ressentiment"", ""écriture primitive"", ""brutalité punk""]","[""S75""]","[""Chapitre 2"", ""Chapitre 4"", ""Chapitre 11""]",medium,song,,,,,,,« Gutz »,,"[""S75-A010""]",,Utile pour éviter l'idéalisation rétrospective de toutes les paroles de Curtis.,"[""MYTH-006""]",,,,,,,,,,,,"[""early_recording""]","[""Warsaw""]","[""Curtis immature"", ""domesticité"", ""misogynie"", ""Pennine Sound""]",,,,,"[""risque de psychologiser Curtis à partir d'un texte très précoce""]",,,
