kind,id,file,heading,label,type,type_detail,sources,usage,lat,lng,geo_precision,prudence_methodologique,same_as,reference_croisee,alternate_labels,chapters,aliases,source_files,pages_livre,pages_pdf,source_short_title,source_year,statut,alternate_type_details,_legacy_format,atoms,prudence,alternate_legacy_formats,usage_s05,usage_s06,usage_s10,song_ids,source_id,source_label
place,PLACE-CHECK-INN-ALTRINCHAM,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Check Inn, Altrincham",salle,club,"[""S41"", ""S45""]",Club d'Altrincham ; concert de Joy Division.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-BOWDON-VALE-YOUTH-CLUB,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Bowdon Vale Youth Club,salle,youth_club,"[""S41"", ""S76""]",Youth club de la région d'Altrincham ; concert filmé par Malcolm Whitehead (« She's Lost Control »).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-NEW-OSBOURNE-CLUB,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),New Osbourne Club,salle,club,"[""S45""]",Club de Manchester ; concert bénéfice *City Fun*.,53.4869,-2.2239,exacte,255 Oldham Road M4 ; aussi Factory II / New Electric Circus ; demoli. Source: joydiv.org/places.htm,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SALFORD-TECHNICAL-COLLEGE,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Salford Technical College,education,college_technique,"[""S41"", ""S76"", ""S83""]",Établissement de Salford ; concert de Warsaw (avec Drones / Slaughter & The Dogs / V2).,,,,"Canonique sémantique de l'institution technique de Salford. Réconciliation (étape 7b-1) : PLACE-S83-004 (« Salford Technical School », facette S83 / rencontre Hannett 1977) porte désormais same_as vers ce canonique ; la mention joydiv « Salford College of Technology » désigne le même établissement. Variance de nom (School / College) conservée, statut S83 a_verifier inchangé. | Réconcilié (étape 7b-1) vers le canonique sémantique PLACE-SALFORD-TECHNICAL-COLLEGE : même institution d'enseignement technique de Salford où Warsaw joue en octobre 1977 (joydiv : « Salford College of Technology ») et où Hannett rencontre le groupe en 1977. Variance de nom conservée (« School » côté S83 / « College » côté venue), statut a_verifier inchangé.",,,"[""Salford Technical School""]","[""Chapitre 1"", ""Chapitre 3""]","[""PLACE-S83-004""]","[""registers/places/concert_venues_v2.md"", ""registers/s83_hannett_architecture_specialized_registers.md""]","155, 169","186, 201","John S. Greenwood, Paul Tarpey, Manchester, Martin Hannett and Joy Division's Pungent Architecture, 2018",2018,"a_verifier — note 1 du chapitre, via Reynolds 2008","[""lieu_historique_rencontre""]",,,,,,,,,,
place,PLACE-ERICS-LIVERPOOL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Eric's,salle,club,"[""S41"", ""S76""]","Club emblématique de Mathew Street, Liverpool ; concerts de Joy Division (dont avec les Rich Kids).",53.40654,-2.98753,exacte,"Mathew Street, Liverpool L2 ; club ferme 1980. Source: en.wikipedia.org/wiki/Eric%27s_Club",,"[""wikidata:Q5388790""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-SWINGING-APPLE-LIVERPOOL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Swinging Apple, Liverpool",salle,club,"[""S41"", ""S76""]",Club de Liverpool ; dernier concert sous le nom Warsaw (réveillon 1977).,,,,VARIANTE DE NOM (un seul lieu) : « Swinging Apple » (S41) / « Spinning Apple » (S76) — orthographe à trancher à la curation ; non dédoublé.,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LIVERPOOL-EMPIRE,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Liverpool Empire,salle,salle_spectacle,"[""S76""]","Théâtre de Liverpool ; concert de Lou Reed (1973) auquel assiste Ian Curtis — venue de concert d'un autre artiste, conservé comme lieu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-QUEENS-HALL-LEEDS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Queen's Hall, Leeds",salle,salle_spectacle,"[""S41"", ""S45"", ""S76""]",Grande halle de Leeds ; hôte du Futurama Festival 1979 où joue Joy Division.,53.794,-1.5436,exacte,"Swinegate, Leeds ; ancien depot de tramway ; demoli 1989. Source: en.wikipedia.org/wiki/Queens_Hall,_Leeds",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LEEDS-UNIVERSITY,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Leeds University,education,universite,"[""S41""]",Université de Leeds ; concert de Joy Division (tournée Buzzcocks).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ROOTS-CLUB-LEEDS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Roots Club, Leeds",salle,club,"[""S41""]",Club de Leeds ; concert de Joy Division avec la Durutti Column.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-FAN-CLUB-LEEDS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"F Club (Brannigan's), Leeds",salle,club,"[""S41""]","Le « F Club » au Brannigan's, Leeds ; concert de Joy Division.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ROCK-GARDEN-MIDDLESBROUGH,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Rock Garden, Middlesbrough",salle,club,"[""S41""]",Club de Middlesbrough ; concert de Warsaw promu par Bob Last.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-NEWCASTLE-TOWN-HALL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Newcastle Town Hall (annexe),salle,salle_municipale,"[""S41"", ""S76""]",Annexe du Town Hall de Newcastle ; concert de Warsaw avec Penetration.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-CAIRD-HALL-DUNDEE,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Caird Hall, Dundee",salle,salle_spectacle,"[""S41""]",Salle de Dundee ; concert de Joy Division (tournée Buzzcocks) où Ian s'effondre.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ROYAL-STANDARD-BRADFORD,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Royal Standard, Bradford",salle,club,"[""S41""]",Pub-venue de Bradford ; concert de Joy Division.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-COACH-HOUSE-HUDDERSFIELD,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Coach House, Huddersfield",salle,club,"[""S41""]",Salle de Huddersfield ; concert de Joy Division devant un public minuscule.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-WAREHOUSE-PRESTON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"The Warehouse, Preston",salle,club,"[""S76""]",Club de Preston ; concert de Joy Division avec Section 25. Distinct de PLACE-WAREHOUSE-CHICAGO.,53.75918,-2.69928,exacte,"St Johns Place, off Church Street, Preston ; anciennement Raiders ; concert 28 fev 1980. Source: blogpreston.co.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-WINTER-GARDENS-MALVERN,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Winter Gardens, Malvern",salle,salle_spectacle,"[""S76""]",Salle de Malvern ; concert de Joy Division.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-THE-SQUAT-MANCHESTER,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"The Squat, Manchester",salle,lieu_alternatif,"[""S41""]","Bâtiment universitaire désaffecté (Devas Street, Manchester) occupé ; plusieurs concerts de Warsaw (Stuff the Jubilee, Time's Up).",53.46485,-2.2329,quartier,"Devas Street M15 ; batiment demoli, Devas Street disparue, approxime pres Manchester Academy. Source: mdmarchive.co.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-DERBY-HALL-BURY,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Derby Hall, Bury",salle,salle_spectacle,"[""S41"", ""S75"", ""S76""]","Salle du complexe municipal de Bury ; avant-dernier concert (8 avril 1980), Curtis très affaibli.",53.59286,-2.29641,exacte,"VARIANTE DE NOM (un seul lieu) : « Derby Hall, Bury » (S75/S76) et « Bury Town Hall » (S41) désignent le même complexe — non dédoublé. Coordonnees: ""Market Street, Bury ; Derby Hall / The Met ; concert chaotique 8 avril 1980. Source: themet.org.uk""",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-AJANTA-THEATRE-DERBY,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Ajanta Theatre, Derby",salle,salle_spectacle,"[""S41""]",Cinéma-théâtre de Derby ; avant-dernier concert de Joy Division (19 avril 1980).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-RAINBOW-THEATRE-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Rainbow Theatre, London",salle,salle_concert,"[""S41"", ""S45"", ""S75"", ""S76""]","Salle de Finsbury Park, Londres ; concerts de Joy Division (dont la crise de Curtis sous stroboscopes, 4 avril 1980).",51.56419,-0.10607,exacte,"232-238 Seven Sisters Road, Finsbury Park N4 ; batiment classe, aujourd'hui UCKG. Source: historicengland.org.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ELECTRIC-BALLROOM-CAMDEN,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Electric Ballroom, Camden",salle,salle_concert,"[""S41"", ""S76""]","Salle de Camden, Londres ; concerts de Joy Division.",51.54174,-0.14247,exacte,Camden High Street NW1 ; salle toujours active. Source: electricballroom.co.uk,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MOONLIGHT-CLUB-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Moonlight Club, West Hampstead",salle,club,"[""S76""]","Club de West Hampstead, Londres ; mini-résidence de Joy Division (avril 1980).",51.54638,-0.19114,exacte,"Railway Hotel, 100 West End Lane, West Hampstead NW6 ; Sister Ray publie sur Still. Source: pubwiki.co.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-YMCA-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"YMCA, London",salle,salle_polyvalente,"[""S41""]",Centre YMCA de Londres ; concerts de Joy Division.,,,,"DÉSAMBIGUÏSATION INCERTAINE (non tranchée) : les mentions « YMCA Prince of Wales Conference Centre » (2 août 1979) et « YMCA, Tottenham Court Road » (1979) pourraient désigner UN ou DEUX lieux distincts — regroupé provisoirement sous un seul PLACE- ; à scinder à la curation si confirmé distinct.",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-BRUNEL-UNIVERSITY,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Brunel University, Uxbridge",education,universite,"[""S41""]","Université de Brunel, Uxbridge ; concert de Joy Division interrompu (crachats / coupure).",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-WALTHAMSTOW-YOUTH-CLUB,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Walthamstow Youth Club,salle,youth_club,"[""S41""]","Youth club de Walthamstow, Londres ; concert de Joy Division (interview d'Annik Honoré après).",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ACKLAM-HALL-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Acklam Hall, London",salle,salle_concert,"[""S76""]","Salle sous l'autoroute (Ladbroke Grove), Londres ; concert de Joy Division le lendemain de la naissance de Natalie.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-HIGH-WYCOMBE-TOWN-HALL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),High Wycombe Town Hall,salle,salle_municipale,"[""S76""]",Town Hall de High Wycombe ; concert de Joy Division avec Killing Joke.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LOCARNO-BRISTOL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Locarno, Bristol",salle,salle_concert,"[""S41""]","Salle de Bristol ; Joy Division fait la balance mais ne joue pas (éjection) — concert non tenu, lieu conservé.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-HOPE-AND-ANCHOR-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Hope & Anchor, Islington",salle,club,"[""S10"", ""S41"", ""S45"", ""S75"", ""S76""]","Pub-venue d'Islington, Londres ; premier concert londonien (27 déc. 1978), suivi de la première crise de Curtis. Composante GIG des bundles a_scinder.",51.54334,-0.10348,exacte,"207 Upper Street, Islington N1 1RL ; premiere apparition londonienne JD 27 dec 1978. Source: hopeandanchor.info",,"[""wikidata:Q15225054""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-NASHVILLE-ROOMS-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Nashville Rooms, London",salle,club,"[""S41"", ""S76""]","Pub-venue de West Kensington, Londres ; concert (13 août 1979) où Annik Honoré voit le groupe. Composante GIG des bundles a_scinder.",51.49084,-0.20671,exacte,"171 North End Road, West Kensington W14 ; devenu Famous Three Kings. Source: discogs.com",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MARQUEE-LONDON,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Marquee Club, London",salle,club,"[""S41""]","Club de Wardour Street, Londres ; concert de Joy Division en support de The Cure (4 mars 1979). Composante GIG d'un bundle a_scinder.",51.51319,-0.13381,exacte,"90 Wardour Street, Soho W1 ; site historique 1964-1988, ferme puis deplace. Source: en.wikipedia.org/wiki/Marquee_Club",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PLAN-K-BRUSSELS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Plan K, Brussels",salle,club,"[""S41"", ""S75"", ""S76""]",Espace culturel de Bruxelles ; concerts de Joy Division avec Cabaret Voltaire.,50.8493,4.3417,exacte,"21 rue de Manchester, Bruxelles / La Raffinerie ; concerts 16 oct 1979 et 17 jan 1980. Source: enkiri.com",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LES-BAINS-DOUCHES-PARIS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Les Bains Douches, Paris",salle,club,"[""S41"", ""S76""]",Club parisien ; concert de Joy Division (longue setlist).,48.86406,2.35208,exacte,"7 rue du Bourg-l'Abbe, Paris 3e ; concert 18 dec 1979 ; lieu reconverti. Source: lesbains-paris.com",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PARADISO-AMSTERDAM,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Paradiso, Amsterdam",salle,salle_concert,"[""S76""]",Salle d'Amsterdam ; concert de la tournée européenne (janvier 1980).,52.36215,4.88381,exacte,"Weteringschans 6-8, Amsterdam ; ancienne eglise ; concert 11 jan 1980. Source: paradiso.nl",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-BASEMENT-COLOGNE,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Basement, Cologne",salle,club,"[""S76""]",Club underground de Cologne ; concert de la tournée européenne.,50.9407,6.9367,exacte,"Christuskirche, Herwarthstrasse, Koln ; salle en sous-sol de l'eglise ; concert 15 jan 1980. Source: christuskirche-koeln.de",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-EFFENAAR-EINDHOVEN,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"Effenaar, Eindhoven",salle,salle_concert,"[""S76""]",Salle d'Eindhoven ; concert avec Minny Pops (tournée européenne).,51.44135,5.48186,exacte,"Dommelstraat 2, Eindhoven ; ancien site reconstruit 2005 ; concert 18 jan 1980. Source: cvent.com",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-CENTRAL-SOUND-STUDIOS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Central Sound Studios,studio,studio_enregistrement,"[""joydiv""]","91 St James Street, Manchester M1 ; premiere tentative enregistrement Transmission.",53.48057,-2.23558,exacte,91 St James Street M1 ; premiere tentative enregistrement Transmission. Source: joydiv.org/places.htm,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SUNLEY-BUILDING,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Sunley Building / Piccadilly Plaza,commerce,immeuble_bureau,"[""joydiv""]","Piccadilly Plaza, Manchester M1 ; Ian Curtis travaillait pour Manpower Services Commission.",53.47778,-2.23066,exacte,Piccadilly Plaza M1 ; Ian Curtis travaillait pour Manpower Services Commission. Source: en.wikipedia.org/wiki/Piccadilly_Plaza,,"[""wikidata:Q7194615""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-ST-THOMAS-CHURCH-HENBURY,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),"St Thomas's Church, Henbury",lieu_memoire,eglise,"[""joydiv""]","Henbury, near Macclesfield ; mariage Ian et Deborah Curtis 23 aout 1975.",53.27059,-2.17243,exacte,"Henbury, near Macclesfield ; mariage Ian et Deborah Curtis 23 aout 1975. Source: achurchnearyou.com/church/12824/",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MAIDA-VALE-STUDIOS,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Maida Vale Studios,studio,studio_bbc,"[""joydiv""]","Delaware Road, London W9 ; sessions John Peel Joy Division.",51.52969,-0.19149,exacte,"Delaware Road, London W9 ; sessions John Peel Joy Division. Source: en.wikipedia.org/wiki/Maida_Vale_Studios",,"[""wikidata:Q1807293""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-CIMITERO-STAGLIENO-GENOVA,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Cimitero Monumentale di Staglieno,lieu_memoire,cimetiere,"[""joydiv""]","Piazzale Resasco, Genova ; source iconographique pochettes Closer et Love Will Tear Us Apart.",44.43007,8.95058,exacte,"Piazzale Resasco, Genova ; source iconographique pochettes Closer et Love Will Tear Us Apart. Source: staglieno.comune.genova.it",,"[""findagrave:1980114""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-MANCHESTER,registers/specialized/s13_tomeo_interzone_rave_era.md,Lieux,Manchester,ville,ville,"[""S13"", ""S35"", ""S02-A003""]","Selon S13 : ville post-industrielle, scène punk/post-punk/rave, matrice critique du passage. | Selon S35 : Horizon d’événement, de concerts et de sortie de Macclesfield. | Selon S02 : Échelle municipale à distinguer de Greater Manchester et de l'aire urbaine.",53.4808,-2.2426,ville,,,"[""wikidata:Q18125""]","[""City of Manchester""]",,"[""PLACE-MANCHESTER-CITY""]","[""registers/specialized/s13_tomeo_interzone_rave_era.md"", ""registers/places/s35_morris_places_part_03.md"", ""registers/places/s02_sueur_places_manchester_shrinking_city_v2.md""]",,,,,,"[""municipalite""]",s13-lieux,"[""S35-A041"", ""S35-A042"", ""S35-A043""]",Ne pas lui attribuer mécaniquement les données de la conurbation ou de la région urbaine.,"[""s35-lieux-role""]",,,,,,
place,PLACE-GREATER-MANCHESTER,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,Greater Manchester,ville,comte_metropolitain,"[""S05-A002"", ""S05-A013"", ""S02-A003""]",Selon S05 : Échelle institutionnelle de Greater Manchester Police et de la reproduction d’un ordre social local. | Selon S02 : Échelle métropolitaine utile pour comprendre la recomposition de Manchester au-delà de son centre municipal.,53.59,-2.3,region,"Comté métropolitain — coordonnée = centroïde approximatif, non un point.",,,,,,"[""registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md"", ""registers/places/s02_sueur_places_manchester_shrinking_city_v2.md""]",,,,,,,,,"Préciser l'échelle lorsque les données portent sur population, emplois ou politiques urbaines.",,Échelle institutionnelle de Greater Manchester Police et de la reproduction d’un ordre social local.,,,,,
place,PLACE-HULME,registers/places/s20_dodge_places_housing_geographies_v2.md,S20 — Compléments au registre des lieux — géographies du logement mancunien,Hulme,quartier,quartier_inner_city,"[""S20-A008"", ""S20-A010"", ""S06"", ""S06-A001"", ""S06-A003"", ""S06-A012"", ""S02-A008""]","Selon S20 : Quartier central dans les politiques de dédensification, clearance et urban renewal. | Selon S06 : Quartier analysé comme inner-city estate, espace vécu et espace discursif. | Selon S02 : Quartier emblématique des expérimentations urbaines, des limites du logement moderniste et des politiques de renouvellement.",53.464,-2.247,quartier,,,"[""wikidata:Q3051137""]",,,,"[""registers/places/s20_dodge_places_housing_geographies_v2.md"", ""registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md"", ""registers/places/s02_sueur_places_manchester_shrinking_city_v2.md""]",,,,,,"[""quartier""]",,,Croiser S20 avec S06 pour l'expérience vécue de Hulme. | Ne pas réduire Hulme à un décor de ruine moderniste. | Croiser S02 avec S06 et les sources spécialisées sur Hulme.,,,"Quartier analysé comme inner-city estate, espace vécu et espace discursif.",,,,
place,PLACE-MANCHESTER-CENTRE,registers/places/s02_sueur_places_manchester_shrinking_city_v2.md,"S02 — Compléments au registre des lieux — Manchester, Greater Manchester, Hulme",Centre-ville de Manchester,ville,centralite_urbaine,"[""S02-A005"", ""S02-A006"", ""S02-A007""]","Espace de reconstruction, marketing territorial et recomposition après la crise urbaine et l'attentat de 1996.",53.4794,-2.2453,quartier,,,,,,,,,,,,,,,,Ne pas confondre renaissance du centre et transformation sociale homogène de toute la ville.,,,,,,,
place,PLACE-HYDE,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,Hyde,ville,ville_greater_manchester,"[""S05-A005""]",Lieu de mobilisation du National Front en 1977 et de policing antifasciste.,53.451,-2.081,ville,,,,,,,,,,,,,,,,,,Lieu de mobilisation du National Front en 1977 et de policing antifasciste.,,,,,
place,PLACE-BOLTON,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,Bolton,ville,ville_greater_manchester,"[""S05-A005""]",Lieu de confrontation National Front / antifascistes en 1978.,53.578,-2.429,ville,,,,,,,,,,,,,,,,,,Lieu de confrontation National Front / antifascistes en 1978.,,,,,
place,PLACE-MOSS-SIDE,registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md,S06 — Compléments au registre des lieux — Hulme vécu et représenté,Moss Side,quartier,quartier_inner_city,"[""S06-A004"", ""S05-A006""]","Selon S06 : Quartier voisin souvent amalgamé à Hulme par la presse dans les récits du Bronx of Britain. | Selon S05 : Espace central des tensions racialisées entre GMP et communautés afro-caribéennes, notamment en 1981.",53.453,-2.249,quartier,,,,,,,"[""registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md"", ""registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md""]",,,,,,,,,Ne pas confondre Hulme et Moss Side malgré les amalgames médiatiques. | Croiser avec sources locales si usage factuel détaillé.,,"Espace central des tensions racialisées entre GMP et communautés afro-caribéennes, notamment en 1981.",Quartier voisin souvent amalgamé à Hulme par la presse dans les récits du Bronx of Britain.,,,,
place,PLACE-UNIVERSITY-OF-MANCHESTER,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,University of Manchester,education,universite,"[""S05-A007""]",Lieu de la Battle of Brittan en 1985.,53.4668,-2.2339,exacte,,,"[""wikidata:Q230899""]",,,,,,,,,,,,,,,Lieu de la Battle of Brittan en 1985.,,,,,
place,PLACE-ORDSALL,registers/places/s10_sumner_places_salford_formation_sound_v2.md,"S10 — Compléments au registre des lieux — Salford, Manchester, Factory et studio",Ordsall,quartier,quartier_salford,"[""S10-A005"", ""S05-A009""]","Selon S10 : Lieu de la scène nocturne des lampadaires au sodium que Sumner associe au son de Joy Division. | Selon S05 : Lieu de l’émeute de 1992, articulant désindustrialisation, policing lourd, gentrification et réputation de no-go area.",53.474,-2.272,quartier,,,,,,,"[""registers/places/s10_sumner_places_salford_formation_sound_v2.md"", ""registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md""]",,,,,,,,,,,"Lieu de l’émeute de 1992, articulant désindustrialisation, policing lourd, gentrification et réputation de no-go area.",,Lieu de la scène nocturne des lampadaires au sodium que Sumner associe au son de Joy Division.,,,
place,PLACE-OLDHAM,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,Oldham,ville,ville_greater_manchester,"[""S05-A010""]","Lieu des émeutes de 2001, de racialisation du désordre et de discours de community cohesion.",53.5409,-2.1183,ville,,,,,,,,,,,,,,,,,,"Lieu des émeutes de 2001, de racialisation du désordre et de discours de community cohesion.",,,,,
place,PLACE-BARTON-MOSS,registers/places/s05_jeffery_tufail_jackson_places_public_order_v2.md,S05 — Compléments au registre des lieux — policing et ordre public dans le Greater Manchester,Barton Moss,lieu_memoire,site_protestation,"[""S05-A012""]","Site des protestations anti-fracking, cas contemporain de policing d’un conflit environnemental et économique.",,,,,,,,,,,,,,,,,,,,,"Site des protestations anti-fracking, cas contemporain de policing d’un conflit environnemental et économique.",,,,,
place,PLACE-HULME-CRESCENTS,registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md,S06 — Compléments au registre des lieux — Hulme vécu et représenté,Hulme Crescents,habitat,estate_moderniste,"[""S06-A002"", ""S06-A005"", ""S83""]","Ensemble de logements multi-storey et deck-access associé à démolition, stigmate et redevelopment.",53.461,-2.252,quartier,"Ensemble démoli (1991-1995) ; coordonnée du secteur, non d'un bâtiment.",,,,"[""Chapitre 1""]","[""PLACE-S83-002""]","[""registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md"", ""registers/s83_hannett_architecture_specialized_registers.md""]",159–161,190–192,"John S. Greenwood, Paul Tarpey, Manchester, Martin Hannett and Joy Division's Pungent Architecture, 2018",2018,verifie,"[""cité_habitation_post_guerre""]",,,"Distinguer forme bâtie, discours médiatique et vécu des habitants.",,,"Ensemble de logements multi-storey et deck-access associé à démolition, stigmate et redevelopment.",,,,
place,PLACE-SALE,registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md,S06 — Compléments au registre des lieux — Hulme vécu et représenté,Sale,habitat,suburb,"[""S06-A007""]",Point de comparaison suburbain dans le récit de Jason sur les jugements extérieurs portés sur Hulme.,53.424,-2.322,ville,,,,,,,,,,,,,,,,,,,Point de comparaison suburbain dans le récit de Jason sur les jugements extérieurs portés sur Hulme.,,,,
place,PLACE-ALTRINCHAM,registers/places/s06_carter_places_hulme_lived_discursive_space_v2.md,S06 — Compléments au registre des lieux — Hulme vécu et représenté,Altrincham,habitat,suburb,"[""S06-A007""]",Point de comparaison suburbain dans le récit de Jason sur les jugements extérieurs portés sur Hulme.,53.387,-2.349,ville,,,,,,,,,,,,,,,,,,,Point de comparaison suburbain dans le récit de Jason sur les jugements extérieurs portés sur Hulme.,,,,
