kind,id,file,heading,id,nom,name,definition,filiation,niveau_consensus,chapitres,sources,concept,related_atoms,usage_chapitres,prudence,label,source_id,atoms,statut,source_label,source_short_title,source_year,type_unite,atomes,source_ids,atomes_associes,fonction_argumentative,nom_en,usage_repo,atomes_lies,relations,risques,liens,titre,concepts,fiabilite,resume,origine,motifs_associes,concepts_derives,chapters,nom_original,critiques,nom_fr
concept,CONCEPT-corps_technologique_ballardien,registers/s54_gnocchi_structuring_registers.md,Concepts,CONCEPT-corps_technologique_ballardien,corps technologique ballardien,,"Lecture du corps comme surface marquée par la technologie, la voiture, la cicatrice, le désir et la violence médiatisée, notamment dans « Exercise One ».
",,,"[""Chapitre 4"", ""Chapitre 11""]","[""S54""]",,,,,,S54,,stabilise,"S54 — Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021","Alessandro Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",2021,concept,"[""S54-A007"", ""S54-A013""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-dystopie_interieure,registers/s54_gnocchi_structuring_registers.md,Concepts,CONCEPT-dystopie_interieure,dystopie intérieure,,"Dispositif par lequel les pathologies sociales, médiatiques et technologiques se déplacent dans l’expérience intime du sujet au lieu de rester un décor extérieur.
",,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 12""]","[""S54""]",,,,,,S54,,stabilise,"S54 — Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021","Alessandro Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",2021,concept,"[""S54-A008"", ""S54-A009"", ""S54-A014""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-intemporalite_suspensive,registers/s54_gnocchi_structuring_registers.md,Concepts,CONCEPT-intemporalite_suspensive,intemporalité suspensive,,"Temporalité textuelle où le présent se dilate, l’attente domine, la répétition arrête la progression chronologique et la durée subjective prime sur la narration.
",,,"[""Chapitre 4"", ""Chapitre 6"", ""Chapitre 11"", ""Chapitre 12""]","[""S54""]",,,,,,S54,,stabilise,"S54 — Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021","Alessandro Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",2021,concept,"[""S54-A010"", ""S54-A011""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-ecriture_non_confessionnelle,registers/s54_gnocchi_structuring_registers.md,Concepts,CONCEPT-ecriture_non_confessionnelle,écriture non confessionnelle,,"Principe selon lequel les paroles de Curtis ne se réduisent pas à l’expression directe d’une biographie ou d’une maladie ; elles procèdent aussi de montage, d’intertextualité, d’images froides et de condensation poétique.
",,,"[""Chapitre 4"", ""Chapitre 12""]","[""S54""]",,,,,,S54,,stabilise,"S54 — Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021","Alessandro Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",2021,concept,"[""S54-A003"", ""S54-A014"", ""S54-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-masculinite_post_punk,registers/s49_farci_structuring_registers.md,Concepts,CONCEPT-masculinite_post_punk,masculinité post-punk,,"Configuration critique dans laquelle le post-punk déplace l’idéal viril rock vers la vulnérabilité, la désérotisation du corps, la mélancolie, l’ambivalence de genre et la crise du frontman.
",,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 12""]","[""S49""]",,,,,,S49,,stabilise,"S49 — Farci, Here are the Young Men, the weight on their shoulders, 2021","Manolo Farci, Here are the Young Men, the weight on their shoulders. La danza esistenziale di Ian Curtis, 2021",2021,concept,"[""S49-A001"", ""S49-A007"", ""S49-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-corps_scenique_comme_symptome_culturel,registers/s49_farci_structuring_registers.md,Concepts,CONCEPT-corps_scenique_comme_symptome_culturel,corps scénique comme symptôme culturel,,"Lecture du corps de Curtis comme lieu où se condensent performance, maladie, réception, crise de genre et perte de contrôle, sans réduction à un fait clinique brut.
",,,"[""Chapitre 4"", ""Chapitre 12"", ""Chapitre 13""]","[""S49""]",,,,,,S49,,stabilise,"S49 — Farci, Here are the Young Men, the weight on their shoulders, 2021","Manolo Farci, Here are the Young Men, the weight on their shoulders. La danza esistenziale di Ian Curtis, 2021",2021,concept,"[""S49-A006"", ""S49-A007"", ""S49-A010""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-melancolie_masculine,registers/s49_farci_structuring_registers.md,Concepts,CONCEPT-melancolie_masculine,mélancolie masculine,,"Structure paradoxale où la vulnérabilité et la perte deviennent une nouvelle forme d’authenticité masculine, tout en pouvant reconduire l’image d’une forteresse intérieure.
",,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 12""]","[""S49""]",,,,,,S49,,stabilise,"S49 — Farci, Here are the Young Men, the weight on their shoulders, 2021","Manolo Farci, Here are the Young Men, the weight on their shoulders. La danza esistenziale di Ian Curtis, 2021",2021,concept,"[""S49-A014"", ""S49-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-textscape,registers/s83_hannett_architecture_structuring_registers.md,CONCEPT-textscape,CONCEPT-textscape,Textscape,,"Cadre analytique mobilisé par Greenwood & Tarpey pour désigner une cartographie créative des conditions d'architecture et d'espace, déployée librement, sans adhérence à une école de pensée particulière. Appliqué à Hannett et Joy Division, il sert à analyser comment l'expérience urbaine vécue de Manchester se traduit en qualité sonore enregistrée.
",,,"[1, 3]",,,,,,Textscape — cartographie créative des conditions d'architecture et d'espace,,,,,,,,"[""S83-A001"", ""S83-A002""]",,,"Cadre-clé du chapitre 10 pour soutenir que l'architecture de Manchester n'est pas un arrière-plan contextuel mais une composante active de la production sonore de Joy Division. Permet de dépasser la dichotomie contexte / œuvre en faisant de l'espace une condition de possibilité de la création.
",,,,,,,,,,,,,,,,,
concept,CONCEPT-architecture-pungente,registers/s83_hannett_architecture_structuring_registers.md,CONCEPT-architecture-pungente,CONCEPT-architecture-pungente,Architecture pungente,,"Terme forgé par Greenwood & Tarpey pour désigner la qualité «sharp and caustic» (tranchante et caustique) du son perçue dans Unknown Pleasures et Closer, résultant de la traduction sonore de l'expérience architecturale de Manchester post-industrielle vécue par Hannett entre 1976 et 1980.
",,,"[1, 3, 5, 6]",,,,,,Architecture pungente — qualité sharp et caustique du son Joy Division,,,,,,,,"[""S83-A002"", ""S83-A005"", ""S83-A006""]",,,"Concept-titre du chapitre, synthétisant la thèse centrale : le son de Joy Division n'est pas un son générique ou accidentel mais la transcription sonore d'une architecture urbaine spécifique. Complémentaire de la «production non-indexicale» (S82) : là où S82 dit ce que Hannett défait, «architecture pungente» dit ce qu'il construit.
",,,,,,,,,,,,,,,,,
concept,CONCEPT-adn-industriel-manchester,registers/s83_hannett_architecture_structuring_registers.md,CONCEPT-adn-industriel-manchester,CONCEPT-adn-industriel-manchester,ADN industriel de Manchester,,"Concept désignant la transmission générationnelle d'une culture sonore industrielle : depuis les métiers mécaniques du XIXe siècle jusqu'aux usines et foires des années 1960, le nord de l'Angleterre a produit une éducation auditive spécifique que Hannett a intériorisée et retranscrite dans sa pratique de studio (sons trouvés, machines reimaginées, enregistrement d'ascenseurs et de climatiseurs).
",,,"[1, 3]",,,,,,ADN industriel de Manchester — héritage sonique des manufactures,,,,,,,,"[""S83-A003"", ""S83-A004""]",,,"Fonde biographiquement l'argument sur la pungent architecture : Hannett n'invente pas ex nihilo une esthétique sonore, il l'hérite et la réélabore depuis un territoire sonique préexistant. Permet de connecter le chapitre 3 (méthode Hannett) au chapitre 1 (Manchester).
",,,,,,,,,,,,,,,,,
concept,CONCEPT-hannett-artiste-sonore,registers/s83_hannett_architecture_structuring_registers.md,CONCEPT-hannett-artiste-sonore,CONCEPT-hannett-artiste-sonore,Hannett artiste sonore,,"Position analytique de Greenwood & Tarpey : Hannett doit être compris non comme producteur de musique rock mais comme artiste sonore — discipline dans laquelle le son est utilisé comme médium principal. Cette distinction change radicalement la lecture de ses choix (séparation, AMS1560, hologrammes soniques, studio-Zen) : ce ne sont pas des excès ou des erreurs mais des gestes artistiques cohérents.
",,,"[3, 5]",,,,,,Hannett comme artiste sonore (sonic artist) — non producteur de musique rock,,,,,,,,"[""S83-A004"", ""S83-A005"", ""S83-A006""]",,,"Argument de requalification qui déplace le débat sur Hannett depuis la compétence technique (Hook : «he took all the guts out of it») vers l'intentionnalité artistique. Soutient la thèse du chapitre 3 et répond à la tension biographique Hook/Hannett.
",,,,,,,,,,,,,,,,,
concept,CONCEPT-heritage-transculturel-joy-division,registers/s86_breyley_structuring_registers.md,CONCEPTS,CONCEPT-heritage-transculturel-joy-division,Héritage transculturel de Joy Division,,"Ensemble des affinités, influences et résonances que Joy Division génère hors du contexte occidental, notamment en Iran, par des processus d'imaginaire partagé (Castoriadis 1975) qui transcendent les frontières nationales et les barrières politiques. Ces affinités sont 'complexes et hétérogènes', englobant communauté, ironie, sincérité, appréciation du son, imaginaires utopiques et pessimistes.",,,[14],,,,,,Héritage transculturel de Joy Division (transcultural legacy of Joy Division),,,,,,,,"[""S86-A001"", ""S86-A003"", ""S86-A005"", ""S86-A007"", ""S86-A008"", ""S86-A011""]",,,"Ouvre le chapitre 14 à une dimension transnationale de la réception de Joy Division qui déborde les études de réception occidentales : l'héritage de Joy Division est un fait culturel mondial, pas seulement britano-américain.",,,,,,,,,,,,,,,,,
concept,CONCEPT-isolation-creatrice-transnationale,registers/s86_breyley_structuring_registers.md,CONCEPTS,CONCEPT-isolation-creatrice-transnationale,Isolement créateur transnational,,"Structure transnationale dans laquelle l'isolement — politique (post-révolutionnaire), social (immigration), ou auto-imposé (autonomie artistique) — fonctionne comme condition habilitante de la créativité musicale. Proposé par Lindley (2015) comme 'abri créatif' reproduisible. Validé à la fois par le modèle Joy Division/Factory Records ('daft little way' de Sumner) et par la scène électronique iranienne (SET Festival, Amini, Idlefon, Sina).",,,[14],,,,,,Isolement créateur transnational (transnational creative isolation),,,,,,,,"[""S86-A006"", ""S86-A008"", ""S86-A009"", ""S86-A011""]",,,"Fournit une structure analytique pour lier l'isolement post-industriel britannique de 1979-1980 à l'isolement post-révolutionnaire iranien de 1980-2000 : les deux génèrent une créativité musicale radicalement indépendante, non par imitation mais par homologie structurelle.",,,,,,,,,,,,,,,,,
concept,CONCEPT-biais-mediatique-art-iranien,registers/s86_breyley_structuring_registers.md,CONCEPTS,CONCEPT-biais-mediatique-art-iranien,Biais médiatique occidental sur l'art iranien,,"Tendance des médias occidentaux à interpréter les œuvres des artistes iraniens exclusivement dans un cadre politique réduit, ignorant les motivations personnelles, littéraires et culturelles. Formulé par Siavash Amini (2016) : 'Cette approche biaisée signifie que les œuvres des artistes ne sont interprétées qu'en relation avec une conception réduite du contexte politique.' Prudence méthodologique centrale pour l'analyse de la réception transnationale de Joy Division.",,,[14],,,,,,Biais médiatique occidental sur l'art iranien (Western media bias on Iranian art),,,,,,,,"[""S86-A002"", ""S86-A010""]",,,Avertissement méthodologique à appliquer dans le chapitre 14 : les affinités iraniennes avec Joy Division ne peuvent être réduites à une simple résonance politique entre la Grande-Bretagne thatchérienne et l'Iran post-révolutionnaire.,,,,,,,,,,,,,,,,,
concept,CONCEPT-hauntologie-heritage-curtis,registers/s86_breyley_structuring_registers.md,CONCEPTS,CONCEPT-hauntologie-heritage-curtis,Hauntologie et héritage Curtis,,"Application du concept de hauntologie (Fisher, 2014) à l'héritage de Ian Curtis : les œuvres et la présence spectrale de Curtis 'hantent' la musique contemporaine au-delà de sa mort, générant de nouvelles créations musicales qui se construisent à partir de cette présence absente. Pivot de la réception de Siavash Amini (album TAR, 2017) et de la lecture de Joy Division par Mark Fisher.",,,"[13, 14]",,,,,,Hauntologie et héritage Curtis (hauntology and Curtis legacy),,,,,,,,"[""S86-A008"", ""S85-A008"", ""S85-A011""]",,,"Relie le chapitre 14 (éternel retour, réception contemporaine) aux travaux de Fisher sur la hauntologie post-punk, et démontre que cet impact déborde l'Occident — Fisher est lu à Téhéran et génère une créativité musicale originale.",,,,,,,,,,,,,,,,,
concept,CONCEPT-vocabulaire-universel-curtis,registers/s86_breyley_structuring_registers.md,CONCEPTS,CONCEPT-vocabulaire-universel-curtis,Vocabulaire universel de Curtis,,"Caractéristique des paroles de Ian Curtis — densité clinique, termes abstraits et génériques ('vie', 'temps', 'isolement', 'contrôle', 'échec', 'sensation') — qui transcende les particularités culturelles et géographiques pour résonner universellement. Yi (2015) : 'le langage tend vers des idées chargées, une terminologie clinique'. Cette universalité explique la résonance mondiale de Curtis, de Manchester à Téhéran.",,,[14],,,,,,Vocabulaire universel de Curtis (Curtis's universal vocabulary),,,,,,,,"[""S86-A001"", ""S86-A005"", ""S86-A011""]",,,"Fournit l'explication linguistique et poétique de la portée transnationale de Joy Division — contrairement aux paroles ancrées localement de nombreux groupes post-punk, Curtis écrit dans une langue émotionnelle universelle.",,,,,,,,,,,,,,,,,
concept,CONCEPT-energie_socio_esthetique,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-energie_socio_esthetique,énergie socio-esthétique,,"Intensité collective dans laquelle contexte historique, affects, mythes, symboles, images et pratiques culturelles convergent pour produire une forme artistique capable de devenir mythe contemporain.
",,,"[""Chapitre 1"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A002"", ""S53-A012""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-genius_loci_mancunien,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-genius_loci_mancunien,genius loci mancunien,,"Lecture de Manchester comme milieu sensible : lieu, identité, son, style de vie, grisaille industrielle et contre-culture y produisent une atmosphère qui nourrit l’incarnation mythique de Joy Division.
",,,"[""Chapitre 1"", ""Chapitre 13""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A003"", ""S53-A004""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-image_mythe_narratologie,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-image_mythe_narratologie,"image, mythe et narratologie quotidienne",,"Fonction par laquelle l’image permet l’entrée sensible dans un univers mythique, structure des émotions collectives et transforme le quotidien en récit partagé.
",,,"[""Chapitre 5"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A005"", ""S53-A006"", ""S53-A014""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-valeur_mutante_du_mythe,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-valeur_mutante_du_mythe,valeur mutante du mythe,,"Capacité d’un symbole massifié à ne pas simplement perdre son sens, mais à acquérir de nouvelles valeurs sociales, affectives et culturelles au fil de sa circulation.
",,,"[""Chapitre 10"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A006"", ""S53-A007"", ""S53-A008""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-anthropologie_nostalgie_pop,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-anthropologie_nostalgie_pop,anthropologie de la nostalgie pop,,"Analyse de la manière dont images, objets, traces et consommations rétrospectives accumulent un capital culturel et symbolique qui maintient Joy Division dans une mémoire collective active.
",,,"[""Chapitre 10"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A008""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-affectologie_joy_division,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-affectologie_joy_division,affectologie Joy Division,,"Sensibilité sociale partagée dans laquelle son, icônes, corps, images et affects permettent aux publics de projeter, d’identifier et de réactiver le mythe Joy Division.
",,,"[""Chapitre 4"", ""Chapitre 13"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A011"", ""S53-A013"", ""S53-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-fantome_joy_division,registers/s53_la_rocca_structuring_registers.md,Concepts,CONCEPT-fantome_joy_division,fantôme Joy Division,,"Présence médiatique, affective et culturelle persistante de Joy Division, qui circule dans les panoramas contemporains comme mémoire impulsive, viscérale, dark, tragique et mélancolique.
",,,"[""Chapitre 10"", ""Chapitre 14""]","[""S53""]",,,,,,S53,,stabilise,"S53 — La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021","Fabio La Rocca, Immagini e simboli nell’incarnazione mitica dei Joy Division, 2021",2021,concept,"[""S53-A016""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-archive-audiovisuelle-independante,registers/s84_cope_structuring_registers.md,CONCEPTS,CONCEPT-archive-audiovisuelle-independante,Archive audiovisuelle indépendante,,"Corpus d'enregistrements visuels réalisés hors des structures industrielles de radiodiffusion, sur des équipements domestiques ou semi-professionnels (Super 8, VHS, Betamax), par des individus motivés par l'engagement culturel plutôt que par une commande commerciale. Dans le cas Joy Division : 9 documents entre 1978-1980.",,,"[8, 10, 14]",,,,,,Archive audiovisuelle indépendante (independent moving image archive),,,,,,,,"[""S84-A001"", ""S84-A002"", ""S84-A007"", ""S84-A009"", ""S84-A010"", ""S84-A015""]",,,"Fonde la spécificité de la mémoire visuelle de Joy Division comme archive lacunaire et impure, distincte des productions télévisuelles professionnelles — ce qui conditionne toutes les mémorialisations ultérieures (documentaires, expositions, plateformes).",,,,,,,,,,,,,,,,,
concept,CONCEPT-culture-diy-multimedia,registers/s84_cope_structuring_registers.md,CONCEPTS,CONCEPT-culture-diy-multimedia,Culture DIY multimédia post-punk,,"Pratique culturelle issue du mouvement punk-post-punk consistant à produire, distribuer et diffuser des artefacts visuels et sonores avec des moyens artisanaux et des budgets infimes, en contournant les structures industrielles des grands médias. Reynolds (2005) : 'samizdat culture'. Welsh (1984) : 'populist tendency'.",,,"[1, 8, 9]",,,,,,Culture DIY multimédia post-punk (punk/DIY multimedia culture),,,,,,,,"[""S84-A014"", ""S84-A013"", ""S84-A007""]",,,"Situe Factory Records, Ikon FCL et les filmeurs amateurs de Joy Division dans un écosystème alternatif cohérent (Cabaret Voltaire/Doublevision, Throbbing Gristle/Industrial, Derek Jarman) — leur pratique est le résultat d'une orientation idéologique, pas seulement de contraintes budgétaires.",,,,,,,,,,,,,,,,,
concept,CONCEPT-qualite-degradee-authenticite,registers/s84_cope_structuring_registers.md,CONCEPTS,CONCEPT-qualite-degradee-authenticite,Qualité dégradée comme authenticité,,"Réévaluation esthétique et historiographique selon laquelle la qualité technique déficiente des enregistrements amateurs (image brûlée, son saturé, montage grossier) constitue non un défaut mais une marque d'authenticité contextuelle, témoignage direct des conditions réelles de performance plutôt que d'une représentation idéalisée.",,,"[8, 10, 14]",,,,,,Qualité dégradée comme authenticité (degraded quality as authenticity),,,,,,,,"[""S84-A015"", ""S84-A016""]",,,Cadre critique pour aborder les archives audiovisuelles live de Joy Division comme sources primaires valides malgré leurs limitations — et pour comprendre la réévaluation posthume de ce matériau dans les années 2000-2010.,,,,,,,,,,,,,,,,,
concept,CONCEPT-pre-ere-video-clip,registers/s84_cope_structuring_registers.md,CONCEPTS,CONCEPT-pre-ere-video-clip,Pré-ère du clip vidéo,,"Période (fin des années 1970 - début des années 1980) antérieure à la généralisation du clip promotionnel imposée par MTV (lancé en août 1981) et à la multiplication des chaînes musicales, caractérisée par une présence audiovisuelle très limitée des groupes pop/rock dans les médias grand public.",,,"[2, 8, 10]",,,,,,Pré-ère du clip vidéo (pre-promo video age),,,,,,,,"[""S84-A001"", ""S84-A003""]",,,Explique structurellement la rareté des enregistrements Joy Division et positionne leur héritage visuel comme artefact d'un moment de bascule médiatique — le groupe existe juste avant que la visibilité télévisuelle ne devienne normative pour les groupes de rock.,,,,,,,,,,,,,,,,,
concept,CONCEPT-autopsie_psychologique,registers/s81_curtis_suicide_structuring_registers.md,autopsie_psychologique,CONCEPT-autopsie_psychologique,,,,,,[12],,,,,,Autopsie psychologique (PA — Psychological Autopsy),,,,,,,,,"[""S81""]","[""S81-A001"", ""S81-A005"", ""S81-A008"", ""S81-A009""]","Méthode postmortem d'identification et d'évaluation des facteurs de risque suicidaires au moment du décès (Shneidman, cité in Knoll 2008). Permet de passer des récits biographiques dispersés à une analyse systématique. La PA couvre 16 aspects du parcours de vie, de la personnalité et des circonstances de la mort. Concept-pivot de S81 — à mobiliser dans le chapitre 12 pour ancrer l'analyse clinique du suicide de Curtis dans une méthode reconnue en suicidologie. Limite inhérente : méthode rétrospective, sources de seconde main — à présenter comme analyse rigoureuse, non comme vérité clinique absolue.",,,,,,,,,,,,,,,,,
concept,CONCEPT-inevitabilite_suicide,registers/s81_curtis_suicide_structuring_registers.md,inevitabilite_suicide,CONCEPT-inevitabilite_suicide,,,,,,"[12, 14]",,,,,,Inévitabilité du suicide (contra-concept),,,,,,,,,"[""S81""]","[""S81-A001"", ""S81-A009""]","Concept négatif — l'idée que le suicide de Curtis était inévitable, inscrit dans son destin d'artiste maudit. S81 démontre systématiquement que cette lecture est une sur-simplification : le MDD est hautement réversible, la majorité des individus partageant les mêmes défis ne meurent pas par suicide, d'autres artistes traitant les mêmes thèmes ont survécu. Mobilisable dans le chapitre 14 pour contrer le mythe du génie maudit et dans le chapitre 12 pour ouvrir la question de la prévention.",,,,,,,,,,,,,,,,,
concept,CONCEPT-depression_clinique_MDD,registers/s81_curtis_suicide_structuring_registers.md,depression_clinique_MDD,CONCEPT-depression_clinique_MDD,,,,,,[12],,,,,,Dépression clinique (MDD — Major Depressive Disorder),,,,,,,,,"[""S81"", ""S67""]","[""S81-A006"", ""S81-A007"", ""S81-A009"", ""S67-A001""]","Les auteurs concluent que Curtis satisfaisait pleinement aux critères DSM-5 du MDD dans les semaines précédant son décès. Concept clé pour le chapitre 12 : permet de déplacer l'analyse du registre symbolique/biographique vers le registre clinique documenté. Articulation avec l'épilepsie pharmacorésistante (interaction bidirectionnelle dépression-crises) et avec l'ill style de Naiman. Important : le MDD est hautement réversible — durée médiane 3 mois, rémission 50 % à 3 mois, 76 % à un an (Spijker et al. 2002).",,,,,,,,,,,,,,,,,
concept,CONCEPT-pharmacoresistance_epilepsie,registers/s81_curtis_suicide_structuring_registers.md,pharmacoresistance_epilepsie,CONCEPT-pharmacoresistance_epilepsie,,,,,,[12],,,,,,Pharmacorésistance de l'épilepsie,,,,,,,,,"[""S81"", ""S67""]","[""S81-A007"", ""S81-A003"", ""S67-A001""]","Épilepsie de Curtis diagnostiquée début 1979 et restée mal contrôlée malgré polythérapie (Phénytoïne, Phénobarbital, Valproate, Carbamazépine). Les AED (anti-epileptic drugs) utilisés avaient des effets psychotropes dépressogènes reconnus — aggravant probablement la dépression. Tuft/Gjelsvik/Nakken (2015) : épilepsie focale pharmacorésistante récurrente ""probable"". Concept mobilisable pour expliquer scientifiquement la spirale maladie → aggravation → suicide.",,,,,,,,,,,,,,,,,
concept,CONCEPT-psychache,registers/s81_curtis_suicide_structuring_registers.md,psychache,CONCEPT-psychache,,,,,,[12],,,,,,Psychache (Shneidman 1993),,,,,,,,,"[""S81""]","[""S81-A009""]","Concept de Shneidman (1993) désignant un niveau d'angoisse psychologique suffisamment intense pour rendre le suicide une option perçue comme logique — « especially to the disinhibited and vulnerable, intoxicated mind ». Complémentaire de la notion de hopelessness caractérisant le MDD. Mobilisable dans le chapitre 12 pour articuler les dimensions cognitive (hopelessness, MDD) et affective (douleur psychologique insurmontable) du suicide de Curtis.",,,,,,,,,,,,,,,,,
concept,CONCEPT-romanticisation_suicide,registers/s81_curtis_suicide_structuring_registers.md,romanticisation_suicide,CONCEPT-romanticisation_suicide,,,,,,"[12, 14]",,,,,,Romanticisation du suicide,,,,,,,,,"[""S81""]","[""S81-A001"", ""S81-A002"", ""S81-A009""]","Mécanisme culturel par lequel le suicide de Curtis est présenté comme l'aboutissement naturel et inévitable du génie créatif — le trope du ""tortured artist"". S81 documente et critique ce mécanisme (sacralisation, culte du martyr, imagerie gothique) tout en le rejetant analytiquement. Concept central pour le chapitre 14 (héritage/mythe) et utile pour le chapitre 12 (dimension réceptologique du suicide).",,,,,,,,,,,,,,,,,
concept,CONCEPT-posteconomie-joy-division,registers/s87_otter_bickerdike_structuring_registers.md,CONCEPTS,CONCEPT-posteconomie-joy-division,Postéconomie Joy Division,,"Concept analytique proposé par Otter Bickerdike (2018) : la valeur économique et symbolique de Joy Division a été générée massivement dans une économie 'post' — post-groupe, post-mort de Curtis, post-nouvelles sorties. Joy Division était 'notoirement une mauvaise histoire de ventes' de leur vivant (50-100 personnes aux concerts manchestériens ; UP et Closer non-bestsellers à leur sortie). La postéconomie désigne cet espace spécifique de production de valeur, fondé sur l'absence, la relique, et la mort comme acte créatif rétroactif. Renvoi à Baudrillard (1981, For a Critique of the Political Economy of the Sign) pour le concept d''économie 2.0'.",,,"[13, 14]",,,,,,Postéconomie Joy Division (Joy Division post-economy),,,,,,,,"[""S87-A001"", ""S87-A005"", ""S87-A007"", ""S87-A010""]",,,"Cadre théorique central pour les chapitres 13 et 14 : explique pourquoi Joy Division continue de générer de la valeur 40 ans après la mort de Curtis, et pourquoi cette génération de valeur est structurellement différente de celle des artistes qui étaient déjà célèbres de leur vivant.",,,,,,,,,,,,,,,,,
concept,CONCEPT-commodification-heritage-jd,registers/s87_otter_bickerdike_structuring_registers.md,CONCEPTS,CONCEPT-commodification-heritage-jd,Commodification de l'héritage Joy Division,,"Processus par lequel l'esthétique, l'iconographie et l'ethos de Joy Division sont transformés en marchandises commercialisables indépendamment du contexte musical d'origine. Analysé à travers le prisme d'Adorno et Horkheimer (1944, La Dialectique de la raison) : l'industrie culturelle 'imprime le même sceau sur tout'. La pochette d'Unknown Pleasures est l'exemple-type — elle 'circumscrit le globe' et est reproduite par Disney et Quicksilver sans lien nécessaire avec la musique. Tension constitutive entre disponibilité maximale et authenticité perçue.",,,"[13, 14]",,,,,,Commodification de l'héritage Joy Division (commodification of the Joy Division legacy),,,,,,,,"[""S87-A007"", ""S87-A009"", ""S87-A010""]",,,"Permet d'analyser les phénomènes de marchandisation de Joy Division (T-shirts, films, pèlerinages) non comme une trahison du mythe mais comme le fonctionnement normal de la postéconomie — et de poser la question de ce que cette commodification fait à la valeur artistique.",,,,,,,,,,,,,,,,,
