kind,id,file,heading,source_id,source_label,coverage,chapters,nature,status,priority,source_author,source_title,preuve,usage,prudence,source_short_title,source_year,workflow,date_integration,passage_atomise,statut_citationnel,article_author,article_title,volume,article_authors,version,date_atomisation,atomes,type,date_creation,type_unite,statut,fiabilite,atomes_source,dossier_source,source_drive,fichier_source_original,volume_contenant,auteur,titre,citation_directe,pages_pdf,annee_publication_en_ligne,annee_volume,source_url,fichier_source_recommande,publication,volume_numero,pagination,doi,licence,chapitres,chapitres_secondaires,niveau_preuve,pages_livre,passage,song_id,canonical_song,editeur,note_passage,distinct_from,atoms_file,relations_ids,atomisation_integrale,nb_atomes,nb_relations,previous_source_id,previous_source_redirect,source_id_requested_initially,titre_chapitre,titre_ouvrage,annee,edition,pages_utiles_pdf,source_auteur,source_titre,next_pass,source_part,date_revision,couverture,date_passe,legacy_id,relations,relations_file,note_numerotation,book_title,proof_level,date,identifiant_archive,publication_principale,pieces_incluses,auteur_section_manchester,section_utile,pages_utiles,section,annee_originale,annee_edition_us,source_fichier,lieu_edition,eisbn,titre_article,direction
metadata,NO_ID::sources/deluca_manchester_punk_threshold/registres_specialises_s15.md::923,sources/deluca_manchester_punk_threshold/registres_specialises_s15.md,"Compléments aux registres spécialisés — S15 — De Luca, *The Sound and the Fury*, 2021",S15,"S15 — De Luca, The Sound and the Fury, 2021",,,,,,,,,,,"Daniele De Luca, The Sound and the Fury. Manchester, i Joy Division e la crisi sociopolitica dell’Inghilterra degli anni Settanta, 2021",2021,,,,,,,,,,,,,,registres_specialises,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/deluca_manchester_punk_threshold/registres_structurants_s15.md::929,sources/deluca_manchester_punk_threshold/registres_structurants_s15.md,"Compléments aux registres structurants — S15 — De Luca, *The Sound and the Fury*, 2021",S15,"S15 — De Luca, The Sound and the Fury, 2021",,,,,,,,,,,"Daniele De Luca, The Sound and the Fury. Manchester, i Joy Division e la crisi sociopolitica dell’Inghilterra degli anni Settanta, 2021",2021,,,,,,,,,,,,,,registres_structurants,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/deluca_manchester_punk_threshold/relations_stabilisees.md::948,sources/deluca_manchester_punk_threshold/relations_stabilisees.md,"Relations stabilisées — S15 — De Luca, *The Sound and the Fury*, 2021",S15,"S15 — De Luca, The Sound and the Fury, 2021",,,,,,,,,,,"Daniele De Luca, The Sound and the Fury. Manchester, i Joy Division e la crisi sociopolitica dell’Inghilterra degli anni Settanta, 2021",2021,,,,,,,,,,,,,,relations_stabilisees,verifie,forte,"[""S15-A001"", ""S15-A002"", ""S15-A003"", ""S15-A004"", ""S15-A005"", ""S15-A006"", ""S15-A007"", ""S15-A008"", ""S15-A009"", ""S15-A010"", ""S15-A011"", ""S15-A012"", ""S15-A013"", ""S15-A014"", ""S15-A015""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/desia_segno_grafica_visione/atomes_s48_segno_grafica_visione.md::960,sources/desia_segno_grafica_visione/atomes_s48_segno_grafica_visione.md,"Atomes v2 — S48 — De Sia, *Il segno, la grafica, la visione*, 2021",S48,"S48 — De Sia, Il segno, la grafica, la visione, 2021",,,,,,,,,,,"De Sia, Il segno, la grafica, la visione, 2021",2021,,,,,,,,,,,,,,corpus_atomes,verifie,forte comme source secondaire critique,,,,,,Alfredo De Sia,"Il segno, la grafica, la visione",False,94-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/desia_segno_grafica_visione/registres_specialises_s48.md::974,sources/desia_segno_grafica_visione/registres_specialises_s48.md,"Registres spécialisés — S48 — De Sia, *Il segno, la grafica, la visione*, 2021",S48,"S48 — De Sia, Il segno, la grafica, la visione, 2021",,,,,,,,,,,"Alfredo De Sia, Il segno, la grafica, la visione, 2021",2021,,,"Chapitre complet, p. PDF 94-98",,,,,,,,,,,registres_specialises,verifie,forte comme source secondaire critique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/desia_segno_grafica_visione/relations_stabilisees.md::982,sources/desia_segno_grafica_visione/relations_stabilisees.md,"Relations stabilisées — S48 — De Sia, *Il segno, la grafica, la visione*, 2021",S48,"S48 — De Sia, Il segno, la grafica, la visione, 2021",,,,,,,,,,,"Alfredo De Sia, Il segno, la grafica, la visione, 2021",2021,,,,,,,,,,,,,,relations_stabilisees,verifie,forte comme source secondaire critique,"[""S48-A001"", ""S48-A002"", ""S48-A003"", ""S48-A004"", ""S48-A005"", ""S48-A006"", ""S48-A007"", ""S48-A008"", ""S48-A009"", ""S48-A010"", ""S48-A011"", ""S48-A012"", ""S48-A013""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/desia_segno_grafica_visione/source.md::994,sources/desia_segno_grafica_visione/source.md,9. Consignes pour les futurs atomes,S48,"S48 — De Sia, Il segno, la grafica, la visione, 2021",,,,,,,,source secondaire critique / essai iconographique et graphique,"graphisme, pochettes, Saville, pulsar, Staglieno, iconisation, réemplois marchands","ne pas utiliser comme source primaire de crédits ou de droits ; croiser éditions, dates, designers et objets visuels","Alfredo De Sia, Il segno, la grafica, la visione, 2021",2021,,,,,Alfredo De Sia,"Il segno, la grafica, la visione",Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/devereux_cullen_meagher_curtis_suicide/atoms_dm_s81_curtis_suicide_v2.md::995,sources/devereux_cullen_meagher_curtis_suicide/atoms_dm_s81_curtis_suicide_v2.md,"Atomes v2 — S81 — Devereux, Cullen & Meagher, « Revisiting Ian Curtis's Suicide », 2018",S81,"S81 — Devereux, Cullen & Meagher, Revisiting Ian Curtis's Suicide, 2018",,,,,,,,,,,"Eoin Devereux, Walter Cullen, David Meagher, This Is the Crisis I Knew Had to Come: Revisiting Ian Curtis's Suicide, 2018",2018,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,146-161,,,,,,,,,,,,,115-130,,,,,,,,,True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/devereux_cullen_meagher_curtis_suicide/relations_s81_curtis_suicide_v2.md::1005,sources/devereux_cullen_meagher_curtis_suicide/relations_s81_curtis_suicide_v2.md,"Relations stabilisées — S81 — Devereux, Cullen & Meagher, « Revisiting Ian Curtis's Suicide », 2018",S81,"S81 — Devereux, Cullen & Meagher, Revisiting Ian Curtis's Suicide, 2018",,,,,,,,,,,"Eoin Devereux, Walter Cullen, David Meagher, This Is the Crisis I Knew Had to Come: Revisiting Ian Curtis's Suicide, 2018",2018,,,,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/dodge_manchester_geographies/source.md::1015,sources/dodge_manchester_geographies/source.md,"S20 — Martin Dodge, *Manchester Geographies*, chapitre 3",S20,"S20 — Dodge, Mapping Manchester’s housing problems, Manchester Geographies, s.d.",,,chapitre d’ouvrage / géographie historique urbaine,,,,,,,,"Martin Dodge, Mapping the geographies of Manchester’s housing problems and the twentieth century solutions, s.d.",s.d.,,,,,,,,,,,,,,,source canonique ; année et édition à confirmer,forte pour le contenu ; référence bibliographique à compléter,,,https://drive.google.com/file/d/1w-c8zDBcSzLnLwjVo0IjZ0p2EbnCdXZ-/view?usp=drive_link,Manchester_Geographies_3_Dodge.pdf,,Martin Dodge,,,,,,,S20_dodge_manchester_geographies_housing_problems.pdf,,,,,,"[""Chapitre 1""]","[""Chapitre 14""]",source secondaire universitaire,,,,,,,,,,,,,S20-OLD,S72,S04,Mapping the geographies of Manchester’s housing problems and the twentieth century solutions,Manchester Geographies,s.d.,à confirmer,19-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/dodge_manchester_geographies/source.md::1016,sources/dodge_manchester_geographies/source.md,Consignes pour les futurs atomes,S20,"S20 — Dodge, Mapping Manchester’s housing problems, Manchester Geographies, s.d.",,,,,,,,source secondaire universitaire,"logement, morphologie urbaine, taudis, logement social, Wythenshawe, Hulme, Beswick, géographie historique de Manchester",ne pas utiliser comme source interne sur Joy Division ; ne pas confondre avec S04 Kidd ; ancien S20 Reynolds redirigé vers S72 ; vérifier année et édition avant citation finale,"Martin Dodge, Mapping the geographies of Manchester’s housing problems and the twentieth century solutions, s.d.",s.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/engels_condition_working_class_england/source.md::1033,sources/engels_condition_working_class_england/source.md,9. Consignes pour les futurs atomes,S07,"S07 — Engels, The Condition of the Working Class in England, 1845 / éd. Penguin Classics 1987",,,,,,Friedrich Engels,The Condition of the Working Class in England,"source primaire classique / enquête sociale et politique sur la révolution industrielle anglaise, Manchester, prolétariat, quartiers ouvriers, ville manufacturière",Manchester industriel ; Salford ; Hulme ; Irk ; Irwell ; ville manufacturière ; prolétariat ; slums ; cellar dwellings ; séparation spatiale ; bourgeoisie ; working class ; social murder ; profondeur historique,"ne pas utiliser comme source directe sur Joy Division ; ne pas projeter mécaniquement 1844 sur les années 1970 ; croiser toute application au post-punk avec S15, S42, S02, S04, S06 et les sources testimoniales","Friedrich Engels, The Condition of the Working Class in England, 1845",1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/farci_danza_esistenziale_ian_curtis/source.md::1043,sources/farci_danza_esistenziale_ian_curtis/source.md,9. Consignes pour les futurs atomes,S49,"S49 — Farci, Here are the Young Men, the weight on their shoulders, 2021",,,,,,,,source secondaire critique / sociologie culturelle et gender studies,"Ian Curtis, danse, performance, corps scénique, masculinité post-punk, mélancolie, perte de contrôle","ne pas utiliser comme source primaire ; vérifier paroles, chronologie, faits médicaux et témoignages ; éviter la réduction clinique ou sacrificielle","Manolo Farci, Here are the Young Men, the weight on their shoulders. La danza esistenziale di Ian Curtis, 2021",2021,,,,,Manolo Farci,"Here are the Young Men, the weight on their shoulders. La danza esistenziale di Ian Curtis",Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/federici_unknown_pleasures_pulsar_tshirt/source.md::1077,sources/federici_unknown_pleasures_pulsar_tshirt/source.md,9. Consignes pour les futurs atomes,S60,"S60 — Federici, Unknown Pleasures: Pulsar di una t-shirt iconica, 2021",,,,,,Raffaele Federici,Unknown Pleasures: Pulsar di una t-shirt iconica,"source secondaire interprétative / essai sociologique, esthétique et médiologique sur le motif pulsar comme t-shirt, icône culturelle, marchandise et mémoire urbaine",Unknown Pleasures ; pulsar ; t-shirt ; icône en coton ; marchandisation ; signe subculturel ; mainstream ; cartographie sociale des sons ; Attali ; Factory ; ordre et désordre ; Jäh Division ; Vince Staples ; Raf Simons ; Interzone ; requiem pour la ville postmoderne,"ne pas utiliser comme source factuelle unique ; vérifier Peter Saville, exemples commerciaux et citations ; distinguer marchandisation, appropriation, identité, mémoire et réemploi esthétique","Raffaele Federici, Unknown Pleasures: Pulsar di una t-shirt iconica, 2021",2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/ferrara_poetica_della_distanza/source.md::1109,sources/ferrara_poetica_della_distanza/source.md,9. Consignes pour les futurs atomes,S59,"S59 — Ferrara, Joy Division: una poetica della distanza, 2021",,,,,,Francesca Ferrara,Joy Division: una poetica della distanza,"source secondaire interprétative / essai esthétique sur la distance comme principe organisateur de l’image, de la scène, du son et des textes de Joy Division",poétique de la distance ; anti-image ; présence absente ; retrait visuel ; rareté médiatique ; bootlegs ; danse convulsive ; Hannett ; réverbération ; delay ; architecture sonore de l’absence ; répétitions textuelles ; métaphores spatiales ; toucher à distance,"ne pas utiliser comme source factuelle unique ; vérifier paroles et citations ; distinguer distance esthétique, distance psychique et distance sonore ; croiser avec S48, S49, S31, S56 et les sources biographiques","Francesca Ferrara, Joy Division: una poetica della distanza, 2021",2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/flowers/README.md::1148,sources/flowers/README.md,"S71 — Flowers, *Dreams Never End*, 1995/2012",S71,"S71 — Flowers, Dreams Never End, 1995/2012",,,livre biographique et discographique,atomisation seconde passe terminée,source secondaire de synthèse Joy Division / New Order,,,,,,"Claude Flowers, New Order + Joy Division: Dreams Never End, 1995/2012",1995/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claude Flowers,New Order + Joy Division: Dreams Never End,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/flowers/README.md::1149,sources/flowers/README.md,Couverture documentaire,,,"[""réception américaine de New Order et Joy Division"", ""Manchester industriel"", ""Free Trade Hall"", ""Stiff Kittens"", ""Warsaw"", ""Electric Circus"", ""Rob Gretton"", ""Tony Wilson"", ""Factory Club"", ""Peter Saville"", ""An Ideal for Living"", ""RCA album"", ""A Factory Sample"", ""Martin Hannett"", ""Unknown Pleasures"", ""Peel Sessions"", ""Transmission"", ""Closer"", ""Licht und Blindheit"", ""mort de Ian Curtis"", ""passage à New Order"", ""Gillian Gilbert"", ""Movement"", ""Temptation"", ""Hacienda"", ""Blue Monday"", ""Power, Corruption and Lies"", ""Low-Life"", ""Substance"", ""Atmosphere video"", ""Technique"", ""Fine Time"", ""tournée américaine 1989"", ""Electronic"", ""Revenge"", ""The Other Two"", ""World in Motion"", ""Madchester"", ""crise de la Hacienda"", ""mort de Martin Hannett"", ""Palatine"", ""faillite de Factory"", ""London Records"", ""Republic"", ""Regret"", ""NewOrderStory"", ""discographie sélectionnée"", ""vidéographie sélectionnée"", ""entretiens de Flowers"", ""bibliographie sélectionnée""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/flowers/README.md::1150,sources/flowers/README.md,Usages principaux,,,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 6"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/flowers/README.md::1151,sources/flowers/README.md,Travail restant possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""consolider uniquement les chansons New Order nécessaires dans `registers/songs/master_songs.md`"", ""croiser les citations Tony Wilson / Rob Gretton avec des sources primaires éventuelles"", ""vérifier les données discographiques contre Discogs ou joydiv.org si elles deviennent probatoires""]",,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/fraser_fuoto_manchester_1976/relations_stabilisees.md::1290,sources/fraser_fuoto_manchester_1976/relations_stabilisees.md,"Relations stabilisées — S34 — Fraser & Fuoto, « Manchester, 1976 », 2012",S34,"S34 — Fraser & Fuoto, Manchester, 1976, 2012",,,,,,,,,,,"Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,,,,,,,,,,,,,,relations_stabilisees,integration_directe,forte comme carte relationnelle ; à croiser pour les citations de paroles et les faits biographiques,"[""S34-A001"", ""S34-A002"", ""S34-A003"", ""S34-A004"", ""S34-A005"", ""S34-A006"", ""S34-A007"", ""S34-A008"", ""S34-A009"", ""S34-A010"", ""S34-A011"", ""S34-A012""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/fraser_fuoto_manchester_1976/source_part_01.md,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/fraser_fuoto_manchester_1976/source.md::1304,sources/fraser_fuoto_manchester_1976/source.md,Consignes pour les futurs atomes,S34,"S34 — Fraser & Fuoto, Manchester, 1976, 2012",,,,,,,,source secondaire universitaire / lecture critique urbaine et musicale,"Manchester, urban studies, Grant Gee, Joy Division documentary, urbanization of consciousness, alienation, production musicale, chansons urbaines","ne pas utiliser comme source biographique primaire ; ne pas faire de Manchester une cause unique ; distinguer analyse du documentaire, analyse musicale et cadre théorique urbain","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/gnocchi_interzona_burroughs_ballard/source.md::1333,sources/gnocchi_interzona_burroughs_ballard/source.md,9. Consignes pour les futurs atomes,S54,"S54 — Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",,,,,,,,"source secondaire critique / analyse textuelle, intertextualité, Burroughs, Ballard, Ian Curtis, paroles, dystopie intérieure, langage et contrôle",Burroughs ; Ballard ; Ian Curtis écrivain ; Interzone ; Digital ; Exercise One ; Atrocity Exhibition ; langage-virus ; dystopie intérieure ; intemporalité suspensive ; contrôle ; médias ; technologie ; aliénation,"ne pas utiliser comme source primaire sur les lectures effectives de Curtis ; vérifier les citations dans les œuvres originales ; distinguer influence attestée, écho lexical et hypothèse critique ; croiser avec S45, S41, S10, S76, Savage et les paroles vérifiées","Alessandro Gnocchi, Interzona. Burroughs e Ballard nei testi di Ian Curtis, 2021",2021,,,,,Alessandro Gnocchi,Interzona. Burroughs e Ballard nei testi di Ian Curtis,Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/goddard_missions_dead_souls/relations_stabilisees.md::1349,sources/goddard_missions_dead_souls/relations_stabilisees.md,"Relations stabilisées — S29 — Goddard, « Missions of Dead Souls », 2018",S29,"S29 — Goddard, Missions of Dead Souls, 2018",,,,,,,,,,,"Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,,,,,,,,,,,,,,relations_stabilisees,integration_directe,forte comme carte relationnelle ; les faits biographiques rapportés par P-Orridge restent à croiser,"[""S29-A001"", ""S29-A002"", ""S29-A003"", ""S29-A004"", ""S29-A005"", ""S29-A006"", ""S29-A007"", ""S29-A008"", ""S29-A009"", ""S29-A010"", ""S29-A011"", ""S29-A012""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/goddard_missions_dead_souls/source_part_01.md,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/goddard_missions_dead_souls/source.md::1363,sources/goddard_missions_dead_souls/source.md,Consignes pour les futurs atomes,S29,"S29 — Goddard, Missions of Dead Souls, 2018",,,,,,,,source secondaire critique / cadre théorique hauntologique,"hauntology, sonic hauntology, industrial music, Mark Fisher, Simon Reynolds, Derrida, Berardi, Throbbing Gristle, Cabaret Voltaire, modernism, esotericism, occult, postindustrial Manchester, lost futures","identifier les auteurs cités ; ne pas utiliser comme source primaire ; ne pas esthétiser suicide ou dépression ; croiser les faits avec sources biographiques, discographiques et historiques","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/greenwood_tarpey_hannett_architecture/atoms_dm_s83_hannett_architecture_v2.md::1386,sources/greenwood_tarpey_hannett_architecture/atoms_dm_s83_hannett_architecture_v2.md,"Atomes v2 — S83 — Greenwood & Tarpey, « Manchester, Martin Hannett and Joy Division's Pungent Architecture », 2018",S83,"S83 — Greenwood & Tarpey, Manchester, Hannett and Joy Division's Pungent Architecture, 2018",,,,,,,,,,,"John S. Greenwood, Paul Tarpey, Manchester, Martin Hannett and Joy Division's Pungent Architecture, 2018",2018,,,,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,2026-05-26,intégrale — p. 155–170 (PDF p. 186–201),,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/greenwood_tarpey_hannett_architecture/relations_s83_hannett_architecture_v2.md::1397,sources/greenwood_tarpey_hannett_architecture/relations_s83_hannett_architecture_v2.md,"Relations stabilisées — S83 — Greenwood & Tarpey, « Manchester, Martin Hannett and Joy Division's Pungent Architecture », 2018",S83,"S83 — Greenwood & Tarpey, Manchester, Hannett and Joy Division's Pungent Architecture, 2018",,,,,,,,,,,"John S. Greenwood, Paul Tarpey, Manchester, Martin Hannett and Joy Division's Pungent Architecture, 2018",2018,,,,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/greig_strong/README.md::1409,sources/greig_strong/README.md,"S69 — Greig & Strong, « But We Remember When We Were Young », 2014",S69,"S69 — Greig & Strong, But We Remember When We Were Young, 2014",,,article scientifique traduit,atomisation primaire terminee ; passe v2 relationnelle integree,source théorique et critique,,,,,,"Alastair Greig ; Catherine Strong, But We Remember When We Were Young, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alastair Greig ; Catherine Strong,But We Remember When We Were Young,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/greig_strong/README.md::1410,sources/greig_strong/README.md,Couverture documentaire,,,"[""nostalgie"", ""mémoire culturelle"", ""nostalgie comme humeur"", ""nostalgie comme mode"", ""nostalgie ersatz"", ""témoins d’autorité"", ""légitimité mémorielle"", ""authenticité"", ""commerce de la mémoire"", ""société amnésique"", ""Control"", ""Joy Division documentaire Grant Gee"", ""Deborah Curtis"", ""Mick Middles"", ""Lindsay Reade"", ""Peter Hook and the Light"", ""Bernard Sumner"", ""Warner"", ""JB Hi-Fi"", ""British Underground"", ""From Joy Division to New Order"", ""publics tardifs"", ""mythe évolutif""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/greig_strong/README.md::1411,sources/greig_strong/README.md,Usages principaux,,,,"[""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/guarino_vomito_culturale_ideali_sottoculturali/atomes_s44_vomito_culturale.md::1466,sources/guarino_vomito_culturale_ideali_sottoculturali/atomes_s44_vomito_culturale.md,"Atomes v2 — S44 — Guarino, *I Joy Division tra vomito culturale e ideali sottoculturali*, 2021",S44,"S44 — Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",,,,,,,,,,,"Guarino, I Joy Division tra vomito culturale, 2021",2021,,,,,,,,,,,,,,corpus_atomes,verifie,forte comme source secondaire critique,,,,,,Donato Guarino,I Joy Division tra vomito culturale e ideali sottoculturali,False,76-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/guarino_vomito_culturale_ideali_sottoculturali/registres_specialises_s44.md::1483,sources/guarino_vomito_culturale_ideali_sottoculturali/registres_specialises_s44.md,"Registres spécialisés — S44 — Guarino, *I Joy Division tra vomito culturale e ideali sottoculturali*, 2021",S44,"S44 — Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",,,,,,,,,,,"Donato Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",2021,,,"Chapitre complet, p. PDF 76-92",,,,,,,,,,,registres_specialises,verifie,forte comme source secondaire critique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/guarino_vomito_culturale_ideali_sottoculturali/relations_stabilisees.md::1491,sources/guarino_vomito_culturale_ideali_sottoculturali/relations_stabilisees.md,"Relations stabilisées — S44 — Guarino, *I Joy Division tra vomito culturale e ideali sottoculturali*, 2021",S44,"S44 — Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",,,,,,,,,,,"Donato Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",2021,,,,,,,,,,,,,,relations_stabilisees,verifie,forte comme source secondaire critique,"[""S44-A001"", ""S44-A002"", ""S44-A003"", ""S44-A004"", ""S44-A005"", ""S44-A006"", ""S44-A007"", ""S44-A008"", ""S44-A009"", ""S44-A010"", ""S44-A011"", ""S44-A012"", ""S44-A013"", ""S44-A014"", ""S44-A015"", ""S44-A016""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/guarino_vomito_culturale_ideali_sottoculturali/source.md::1503,sources/guarino_vomito_culturale_ideali_sottoculturali/source.md,9. Consignes pour les futurs atomes,S44,"S44 — Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",,,,,,,,source secondaire critique / essai socio-culturel et sous-culturel,"sous-cultures, Manchester, Stiff Kittens, Warsaw, Joy Division, bricolage, non savoir jouer, Factory, Ian Curtis",ne pas utiliser comme source primaire ; croiser dates et témoignages ; ne pas confondre avec S43 Capozzi ni Manolo Farci,"Donato Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",2021,,,,,Donato Guarino,I Joy Division tra vomito culturale e ideali sottoculturali,Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
